Name,FIPS,"Entertainment ($000), 2017","% Black Population, 2017","% Asian Population, 2017","Social, recreation, health club membership ($000), 2017","Prescription drugs ($000), 2017","Healthcare ($000), 2017"
"95947, Greenville, CA",95947,2828,0.2653,1.1494,159.7,291.9,4533.8
"95465, Occidental, CA",95465,2824.4,1.2323,1.9717,210.3,234.6,3872
"95918, Browns Valley, CA",95918,2813.9,0.9698,2.7382,222.2,218.5,3737.9
"92391, Twin Peaks, CA",92391,2808,0.4706,1.3647,205.4,221.7,3794.8
"93626, Friant, CA",93626,2804.6,1.3747,6.6701,210.5,228.8,3865.5
"95445, Gualala, CA",95445,2793.4,0.381,1.5714,167.1,286.2,4413.4
"95975, Rough And Ready, CA",95975,2765.1,0.2658,1.9139,185,252.7,4062
"95311, Coulterville, CA",95311,2760.2,0.7572,1.4198,160.7,294.3,4488.6
"92365, Newberry Springs, CA",92365,2750.9,2.9507,2.339,144.5,303.1,4634.6
"96032, Fort Jones, CA",96032,2749.4,1.9806,0.7923,158.5,282.3,4403.4
"95469, Potter Valley, CA",95469,2739.2,0.3421,0.6354,181.3,247.3,4014.6
"93272, Tipton, CA",93272,2714.7,0.1289,0.4898,151.4,242.4,4193.2
"96020, Chester, CA",96020,2697.4,0.3751,1.6613,175.1,257.3,4081.4
"93601, Ahwahnee, CA",93601,2692.8,0.6513,0.9018,179.4,252.6,4019.9
"93660, San Joaquin, CA",93660,2677,0.7684,0.9138,126.8,259.1,4392.1
"96025, Dunsmuir, CA",96025,2670.2,2.9899,1.2879,145.5,279,4324.9
"93205, Bodfish, CA",93205,2653,0.1825,0.8668,140.2,308.2,4520.2
"95310, Columbia, CA",95310,2648.6,1.0924,1.4399,160.3,264.6,4135
"96103, Blairsden-Graeagle, CA",96103,2624.2,0.0672,1.0081,171.5,265.5,4066.3
"93461, Shandon, CA",93461,2582.7,1.6818,1.0909,175.5,206.2,3620.6
"92283, Winterhaven, CA",92283,2569.9,1.5264,0.923,132.1,292,4350.3
"93424, Avila Beach, CA",93424,2550.7,0.4161,2.7046,172.8,234.1,3732.3
"95372, Soulsbyville, CA",95372,2546.5,0.0519,1.2448,163.6,222.6,3727.1
"93437, Lompoc, CA",93437,2529.6,11.7176,7.7736,149.2,160.2,3466.1
"95664, Pilot Hill, CA",95664,2527.5,0.4648,0.996,195,195.3,3330.3
"93283, Weldon, CA",93283,2496.5,0.1406,0.328,125.8,301.8,4348.4
"93453, Santa Margarita, CA",93453,2496.4,0.4561,1.4823,173.9,213.4,3542.5
"95441, Geyserville, CA",95441,2491.7,0.565,0.9759,178.2,214.3,3538.1
"93667, Tollhouse, CA",93667,2464.5,0.7166,1.2679,174.9,205.7,3458.7
"96027, Etna, CA",96027,2453.9,0.55,1.05,141.4,259.9,3996.2
"95485, Upper Lake, CA",95485,2449.4,1.9034,1.8058,133.4,256.7,3947.4
"91916, Descanso, CA",91916,2445.4,1.05,1.7,150.5,231.1,3725
"95612, Clarksburg, CA",95612,2445.2,2.4814,13.0521,166.5,198.2,3489.2
"95255, West Point, CA",95255,2444.4,0.0542,0.6504,136.8,269.9,4036.8
"95428, Covelo, CA",95428,2442.8,1.395,0.7174,126,271.9,4091.9
"93243, Lebec, CA",93243,2427.2,0.739,1.5704,142.5,236.9,3804
"95328, Keyes, CA",95328,2427.1,1.1818,5.4586,124.6,226.3,3876.4
"94528, Diablo, CA",94528,2425.2,0.2892,5.6399,220,164.1,2956
"95497, The Sea Ranch, CA",95497,2417.5,1.5686,0.9412,184.4,225.6,3484.9
"96056, Mcarthur, CA",96056,2415.1,0.1667,0.7778,145.9,248,3835.1
"94957, Ross, CA",94957,2414.2,0.1301,2.5374,221,164.5,2925.4
"95977, Smartsville, CA",95977,2400.6,0.5408,2.3256,154.5,219.7,3586.9
"95689, Volcano, CA",95689,2398.7,0.4968,1.0646,161.7,225.9,3558.8
"95567, Smith River, CA",95567,2392,0.2684,0.8588,142.9,237.4,3711.8
"94020, La Honda, CA",94020,2364.8,0.7962,4.2994,208,161.1,2885.7
"93067, Summerland, CA",93067,2342.2,0.8082,3.2329,184.8,183.1,3081.2
"93516, Boron, CA",93516,2315.8,7.0305,2.8215,128,230.7,3677.8
"95246, Mountain Ranch, CA",95246,2302.6,2.3482,2.2337,144.7,232.1,3594.2
"95454, Laytonville, CA",95454,2299,0.924,1.386,132.5,226.1,3571.7
"95421, Cazadero, CA",95421,2298.8,0.3906,1.888,156.1,212.5,3386.8
"93513, Big Pine, CA",93513,2289.6,0.1752,0.993,135.1,228.8,3595.7
"95589, Whitethorn, CA",95589,2269.7,0.6277,1.2555,131.1,220.4,3540.3
"90021, Los Angeles, CA",90021,2269.2,31.4064,5.7455,112.2,208.1,3446.4
"93920, Big Sur, CA",93920,2263.7,0.5132,1.6129,173.6,174.8,2996.5
"95942, Forest Ranch, CA",95942,2262.1,0.5735,0.7168,161.9,195.2,3219.4
"93518, Caliente, CA",93518,2247.3,0.3181,1.0814,149.2,223.3,3445
"96058, Macdoel, CA",96058,2240.7,1.0463,0.9912,121.1,245.7,3728.5
"93545, Lone Pine, CA",93545,2238.2,0.3026,1.1599,126.4,230.5,3599.8
"91905, Boulevard, CA",91905,2236.6,3.417,1.7085,151.2,204.5,3282.6
"94938, Lagunitas, CA",94938,2224.8,1.3492,1.0317,171.7,173.3,2956.4
"93202, Armona, CA",93202,2216.7,2.3071,2.4874,119.9,214.4,3533.5
"94535, Travis Afb, CA",94535,2206.7,11.955,9.8437,129.8,142.4,3073.8
"93441, Los Olivos, CA",93441,2196.5,0.6102,0.5339,181,168.9,2885.7
"95039, Moss Landing, CA",95039,2182.1,0.6405,4.1824,136.5,188.1,3221.6
"95333, Le Grand, CA",95333,2168.8,0.7839,1.3811,125.7,205.4,3388
"91008, Duarte, CA",91008,2168,2.824,23.5337,180.4,162.7,2828
"96051, Lakehead, CA",96051,2161.2,0.2992,0.374,139.8,215.4,3307.2
"93426, Bradley, CA",93426,2117.8,2.6434,3.3183,140.7,185.7,3083
"96028, Fall River Mills, CA",96028,2105.5,0.0559,0.6145,124.2,220.7,3387.9
"95452, Kenwood, CA",95452,2083.4,0.1646,2.7984,151.3,183.7,2979
"93432, Creston, CA",93432,2079.3,0.3861,2.1236,143.2,178.8,2979.4
"93562, Trona, CA",93562,2074.7,3.9041,1.3943,116.2,212.1,3308.3
"90743, Surfside, CA",90743,2039.6,0.2725,4.6322,164.9,150.3,2620.1
"96146, Olympic Valley, CA",96146,2024.5,0.3163,6.4516,117.9,190.3,3126.1
"95462, Monte Rio, CA",95462,2005.9,0.5307,1.4405,120.5,197.5,3091.9
"92230, Cabazon, CA",92230,1952.8,5.5178,2.3769,110.4,188.6,3076.4
"95916, Berry Creek, CA",95916,1937.3,0.6734,1.6162,111.4,207.8,3149.1
"95919, Brownsville, CA",95919,1891.7,0.7725,1.7556,115.8,182.7,2921.2
"93252, Maricopa, CA",93252,1875.7,0.4595,1.4934,113.3,178.7,2896.4
"93440, Los Alamos, CA",93440,1861,0.4676,1.8036,134.9,141.5,2529.4
"92315, Big Bear Lake, CA",92315,1857.6,0.5903,2.9516,95.6,194.2,3022.5
"96008, Bella Vista, CA",96008,1841.8,1.2031,1.4154,125.2,164.8,2702.1
"90742, Sunset Beach, CA",90742,1840.6,0.9828,9.3366,168.7,130.1,2264.3
"92242, Earp, CA",92242,1822.7,1.2103,0.2269,106.8,210.9,3049.8
"94973, Woodacre, CA",94973,1815.4,0.0907,2.0871,135.6,149.4,2503.5
"93664, Shaver Lake, CA",93664,1811.7,0.1509,0.6038,124.1,162.8,2651.4
"95968, Palermo, CA",95968,1802,0.5479,5.8082,102.3,182.3,2900.4
"95960, North San Juan, CA",95960,1779.1,0.6198,1.4463,102.7,181.4,2838.6
"94923, Bodega Bay, CA",94923,1778.2,0.4061,2.5381,130.5,153.6,2494.1
"92518, March Air Reserve Base, CA",92518,1764.7,15.7939,3.6318,117.8,164.7,2534.1
"93616, Del Rey, CA",93616,1761.5,0.4749,4.9466,101.1,164.1,2751.2
"95374, Stevinson, CA",95374,1760.8,1.2801,0.9729,111,153.9,2584.1
"90058, Los Angeles, CA",90058,1759.9,11.489,4.8407,79.3,171.3,2849.2
"95017, Davenport, CA",95017,1755.5,1.1874,2.3749,137.6,131.9,2285.1
"95254, Wallace, CA",95254,1740.4,0.9577,2.3943,128.1,147.5,2437.5
"96093, Weaverville, CA",96093,1726,0.0689,0.8959,95.5,172.9,2737
"95231, French Camp, CA",95231,1709.8,14.0323,14.1398,94.5,148.4,2641.4
"94586, Sunol, CA",94586,1706,0.4975,12.3383,146.5,118.6,2163.4
"95444, Graton, CA",95444,1704.7,0.8718,2.0924,127.2,136.5,2299.8
"95636, Grizzly Flats, CA",95636,1704.6,0.5719,0.9804,113.8,154,2501.7
"93604, Bass Lake, CA",93604,1660.1,0.381,0.9524,115.7,162.3,2491.7
"91917, Dulzura, CA",91917,1657.2,12.4572,4.1096,127.8,132.4,2244.1
"95736, Weimar, CA",95736,1644.6,0.4216,1.602,104.7,145.2,2396.6
"93544, Llano, CA",93544,1626.8,4.7138,3.1987,109.1,153.8,2442.2
"93261, Richgrove, CA",93261,1605.7,0.8289,5.5371,84.2,147.4,2556.2
"96044, Hornbrook, CA",96044,1604.9,0.5348,0.5348,86.3,176.4,2679
"93266, Stratford, CA",93266,1595.5,0.8685,1.1166,82,156,2574.7
"95551, Loleta, CA",95551,1595.2,1.1299,1.4831,94.6,150.5,2464.2
"95369, Snelling, CA",95369,1583.6,0.5178,2.145,104.7,139.9,2310.3
"95471, Rio Nido, CA",95471,1573.8,1.3065,1.5075,103.2,139.9,2283.8
"95468, Point Arena, CA",95468,1563,0.1558,0.1558,93.7,154.1,2411.5
"94963, San Geronimo, CA",94963,1558.8,0.6369,2.4204,135.4,111.6,1944
"95604, Auburn, CA",95604,1557.8,0.9701,1.3743,90.7,152.5,2416.2
"95547, Hydesville, CA",95547,1545.4,0.4209,0.5051,100.8,140,2289.3
"96142, Tahoma, CA",96142,1541.7,0.2079,1.7672,111.3,127.9,2163
"95313, Crows Landing, CA",95313,1541.5,0.798,0.9822,92.1,143.8,2358.3
"95439, Fulton, CA",95439,1535.9,4.0396,8.1616,106.1,112.4,2051.2
"95559, Phillipsville, CA",95559,1528.9,0.4835,0.8058,85.2,152,2417.3
"93206, Buttonwillow, CA",93206,1524.5,2.2193,0.9321,81,142.5,2402.8
"95318, El Portal, CA",95318,1519.4,2.2297,3.8514,100.5,120.1,2118.6
"94924, Bolinas, CA",94924,1514.6,1.5858,2.2388,102.8,140.3,2216.9
"95449, Hopland, CA",95449,1514.1,0.3484,1.2544,90.3,145.5,2340.9
"95635, Greenwood, CA",95635,1504.8,1.528,1.2733,92.4,143.6,2318.8
"95251, Vallecito, CA",95251,1504.6,1.8382,1.011,104.8,137.3,2185.2
"96039, Happy Camp, CA",96039,1500.9,0.2301,0.8436,77.1,168.6,2525.9
"95681, Sheridan, CA",95681,1477.7,0.3393,1.6115,106.3,126.6,2109.2
"95560, Redway, CA",95560,1473.8,3.2312,1.1599,76.4,152.6,2410.2
"94130, San Francisco, CA",94130,1462,23.0653,20.8003,88.8,100.7,2014.7
"92086, Warner Springs, CA",92086,1455.9,1.331,1.9521,89.1,149.7,2308.4
"93653, Raymond, CA",93653,1453.3,1.7905,0.9848,93.5,135.4,2179.2
"94937, Inverness, CA",94937,1451,0.8299,1.5214,118.6,120.5,1953.5
"96062, Millville, CA",96062,1449.5,0.446,1.0705,92.4,139.2,2214.6
"95629, Fiddletown, CA",95629,1448.8,0.3209,0.8556,97.7,137,2173
"96069, Oak Run, CA",96069,1442.4,0.7538,0.7538,84,152.5,2323.9
"95323, Hickman, CA",95323,1442,0.3959,2.4545,98.8,120.8,2035.2
"92059, Pala, CA",92059,1438.8,0.1586,1.4274,101,119.5,2010.5
"96120, Markleeville, CA",96120,1434.1,0,0.5274,97,125.4,2060.7
"95651, Lotus, CA",95651,1430.6,0.3417,1.8223,113.4,110.4,1898.6
"95615, Courtland, CA",95615,1425.3,0.7258,7.5,96.7,117.1,2024.5
"92257, Niland, CA",92257,1417.4,18.2016,1.4169,72.5,187.3,2547.1
"95527, Burnt Ranch, CA",95527,1414.8,0.1757,0.1757,79.9,150.9,2302.8
"95064, Santa Cruz, CA",95064,1400.7,2.3104,23.9332,97.8,90.6,1856.9
"95306, Catheys Valley, CA",95306,1400.2,0.8602,2.6882,102.2,118.4,1961.2
"92358, Lytle Creek, CA",92358,1394.9,1.2009,4.6943,89.7,125.8,2062.8
"96047, Igo, CA",96047,1378.4,0.5313,1.169,102.7,120.4,1950.9
"95456, Little River, CA",95456,1370.5,0.1058,1.5873,84.3,146,2174.8
"96118, Loyalton, CA",96118,1362.7,0.207,0.6211,80.2,138.1,2147.8
"95573, Willow Creek, CA",95573,1360.5,0.2588,1.1217,67.1,148.7,2286.3
"95548, Klamath, CA",95548,1359.9,1.1321,0.3774,71.3,149.8,2266.8
"94060, Pescadero, CA",94060,1353.2,0.7786,3.0033,109.2,99.1,1735.5
"96076, Platina, CA",96076,1343.4,0.3846,0.7692,73.9,143,2180
"92282, Whitewater, CA",92282,1329.8,4.7726,2.6846,70.4,136.1,2152.1
"93925, Chualar, CA",93925,1329.2,0.4217,0.9036,87.4,109.8,1933
"95951, Hamilton City, CA",95951,1327.5,1.0765,0.9632,68.1,133.3,2167.5
"96091, Trinity Center, CA",96091,1324.3,1.4257,2.1385,77.1,143,2154.2
"95553, Miranda, CA",95553,1314.1,0.2762,0.9208,66.1,141.8,2190
"95319, Empire, CA",95319,1307.8,0.4566,2.1119,70.6,131.7,2131.7
"95645, Knights Landing, CA",95645,1305.9,0.5339,1.1442,82.6,116.6,1943.1
"96041, Hayfork, CA",96041,1304.1,0,0.382,68.6,143.3,2161.7
"95466, Philo, CA",95466,1294,0.2806,0.6548,73.6,132.4,2055.4
"94946, Nicasio, CA",94946,1291.1,0.5848,2.3392,119.4,87.4,1554.8
"93962, Spreckels, CA",93962,1281.2,0.2865,3.5817,114.9,92.2,1600.6
"94514, Byron, CA",94514,1279.2,5.0918,1.6694,84.2,108.9,1861.2
"96107, Coleville, CA",96107,1278.1,0.8721,1.2597,76.7,125.6,1971.2
"95668, Pleasant Grove, CA",95668,1270.6,1.5234,10.555,94.3,97.9,1727.9
"96023, Dorris, CA",96023,1270.6,1.33,1.5794,68.6,132.8,2084.4
"96113, Herlong, CA",96113,1262,16.5414,3.6341,73.3,118.2,1933.6
"96134, Tulelake, CA",96134,1257,0.4016,0.7229,68.3,132.6,2065.2
"95659, Nicolaus, CA",95659,1255.5,0.6336,5.491,89.4,109.8,1810.9
"93249, Lost Hills, CA",93249,1254.8,0.4333,1.4731,62.5,115,2027.8
"94929, Dillon Beach, CA",94929,1227.4,0.1536,1.3825,101.9,93.1,1581.6
"94956, Point Reyes Station, CA",94956,1226.4,0.4926,1.9704,88,106.1,1724.9
"92268, Pioneertown, CA",92268,1202.8,1.3631,0.7435,70.7,130.2,1938.2
"95914, Bangor, CA",95914,1190.8,0.9901,1.1881,67.5,123.1,1916.2
"92273, Seeley, CA",92273,1179.8,0.9772,1.3681,63.2,113.6,1870.1
"92398, Yermo, CA",92398,1174.4,2.7281,2.4459,73.1,112.1,1794.7
"91934, Jacumba, CA",91934,1160.5,0.9913,1.3631,86.5,95.5,1607.1
"95565, Scotia, CA",95565,1150.8,1.6393,1.0608,70.6,104.9,1743.5
"95225, Burson, CA",95225,1146.2,1.1848,2.9621,82,97.4,1627.9
"95957, Meridian, CA",95957,1146.1,0.224,1.6797,77.8,100.2,1657.9
"95943, Glenn, CA",95943,1129.6,0.1963,1.9627,74.3,102.5,1692.1
"94933, Forest Knolls, CA",94933,1121.5,1.3378,0.1672,91.3,82.3,1441.4
"95937, Dunnigan, CA",95937,1117.4,8.8512,1.3183,70.8,99.8,1666.7
"92401, San Bernardino, CA",92401,1117.3,20.1562,2.8795,48.4,110.9,1811.9
"92678, Trabuco Canyon, CA",92678,1116.7,0.9105,5.3111,106.2,67.6,1276.4
"95543, Gasquet, CA",95543,1112.9,1.2315,0.3695,60.7,118.9,1820.1
"96033, French Gulch, CA",96033,1112.3,0.3464,1.6166,71.2,110.3,1725.1
"93254, New Cuyama, CA",93254,1098.1,0.8772,1.2671,65.8,103.4,1700.8
"93238, Kernville, CA",93238,1077.7,0.1704,0.8518,73.4,102.4,1601.8
"96109, Doyle, CA",96109,1068.5,1.9666,1.1799,55.9,115.4,1776.4
"93624, Five Points, CA",93624,1060.7,0.6283,0.145,48.4,99.2,1695.6
"96155, South Lake Tahoe, CA",96155,1059.2,1.8111,2.7167,69.7,87.1,1508.4
"96057, Mccloud, CA",96057,1046.9,0.4303,0.1721,56.3,110.2,1724
"95674, Rio Oso, CA",95674,1044.4,0.8557,8.0685,76.1,83.6,1440.6
"95955, Maxwell, CA",95955,1043.7,1.1168,1.7259,66.3,96,1578.6
"93668, Tranquillity, CA",93668,1043,0.7994,0.3634,56.5,104.6,1685
"95935, Dobbins, CA",95935,1042.2,0.7547,1.761,63.4,101,1614.6
"96096, Whitmore, CA",96096,1030.2,0.2584,0.9044,66.4,98.5,1568.4
"95653, Madison, CA",95653,1022.6,1.1561,1.5029,63,100.2,1584.7
"95429, Dos Rios, CA",95429,1003.8,0.6024,1.2048,65.5,93.8,1480.8
"96049, Redding, CA",96049,999.6,0.5669,7.2562,54.2,104.7,1631.4
"95303, Ballico, CA",95303,991.6,0.4405,5.9912,65.3,85,1463.8
"92339, Forest Falls, CA",92339,985.3,0.641,1.4423,73.4,79.2,1340.3
"95701, Alta, CA",95701,984.7,0,0.9331,66.4,86.5,1419.6
"92386, Sugarloaf, CA",92386,981.2,0.4673,1.6355,51.7,100.4,1604.2
"95903, Beale Afb, CA",95903,972.3,12.0381,4.7032,51.6,69.4,1424
"95625, Elmira, CA",95625,965.7,3.4591,5.1887,67.2,81.5,1367.7
"95346, Mi Wuk Village, CA",95346,964.4,0.3086,0.9259,62,87.1,1423.7
"96038, Grenada, CA",96038,964.1,0.1401,0.8403,58.9,96.9,1511.8
"93255, Onyx, CA",93255,960,0.6015,0,58.8,98.7,1498.6
"94567, Pope Valley, CA",94567,959.9,1.2676,4.9296,68,80,1350
"95549, Kneeland, CA",95549,959.9,0.4518,1.3554,63.1,86.3,1414.8
"95410, Albion, CA",95410,955.5,0.1511,1.5106,58.5,102.1,1520.5
"97635, New Pine Creek, OR",97635,954.3,0.1486,0.7429,53.8,103.8,1564
"95415, Boonville, CA",95415,952.6,0.4836,0.9671,50.6,99.5,1561.6
"94548, Knightsen, CA",94548,949.5,12.6183,9.5689,65.3,65.2,1257.1
"95830, Sacramento, CA",95830,939.2,7.1429,19.242,71.9,65.1,1228.7
"95528, Carlotta, CA",95528,919,0.137,1.0959,50.2,95.4,1490.7
"95007, Brookdale, CA",95007,918.9,2.5449,6.7365,58.8,79.3,1305.6
"93517, Bridgeport, CA",93517,916.6,0.1522,0.1522,59.7,85.6,1371.9
"95601, Amador City, CA",95601,912.4,0.8711,0.8711,61.6,83.4,1341.5
"95345, Midpines, CA",95345,909.2,0.4274,0.9972,55.8,88.4,1408.4
"93201, Alpaugh, CA",93201,903.6,3.0362,1.0982,43.2,92.9,1505.3
"95728, Soda Springs, CA",95728,903.6,0.625,0.2083,76.4,68.2,1160.1
"92275, Salton City, CA",92275,897.3,2.2676,2.7211,47.6,100,1494.1
"94592, Vallejo, CA",94592,893.5,15.625,24.5536,61.3,63.2,1225.1
"93606, Biola, CA",93606,884.6,0.3056,18.0318,41.2,89.6,1495.1
"94922, Bodega, CA",94922,881.8,0.3854,3.2755,63.5,74.2,1231.6
"95494, Yorkville, CA",95494,874.2,1.0299,0.9269,50.6,87.2,1376.2
"96024, Douglas City, CA",96024,873.5,0.5472,0.9576,52.2,92.2,1401.7
"96084, Round Mountain, CA",96084,862.7,2.2161,0.831,53.9,81.9,1328.4
"92378, Rimforest, CA",92378,858.2,1.2225,1.956,52.9,77.2,1286
"94970, Stinson Beach, CA",94970,851.8,1.6529,2.314,57.8,78.9,1248.6
"93040, Piru, CA",93040,851.2,1.4011,0.3503,47.9,79.5,1325.9
"95041, Mount Hermon, CA",95041,847.6,0.8929,1.7857,56,71.9,1227.9
"95686, Thornton, CA",95686,826.7,3.2588,4.0968,44.6,80.2,1320.9
"95714, Dutch Flat, CA",95714,818,0,0.8,49.2,80,1276.8
"95427, Comptche, CA",95427,815.6,0.1767,0.3534,49.4,81.2,1261
"91980, Tecate, CA",91980,810.8,0.3378,1.9144,45.8,78.6,1292
"95043, Paicines, CA",95043,808.2,0.365,0.365,55.7,72.3,1173.2
"93628, Hume, CA",93628,794.5,0.5825,0.3883,54.6,61.2,1082.7
"95525, Blue Lake, CA",95525,791.3,0,0.9542,53.1,69.2,1144.2
"96034, Gazelle, CA",96034,787.9,0.4545,0.7576,43.4,84.3,1290.4
"92258, North Palm Springs, CA",92258,771.8,3.2033,1.8106,45.4,80.9,1238.4
"95233, Hathaway Pines, CA",95233,768.7,0.2155,3.6638,56.4,70.3,1115.1
"92321, Cedar Glen, CA",92321,767.3,0.431,1.2931,54,62.4,1064.4
"95697, Yolo, CA",95697,764.9,1.0769,1.5385,46.8,75.5,1188.7
"96059, Manton, CA",96059,758.4,1.3675,1.3675,43.9,80.5,1226.8
"95526, Bridgeville, CA",95526,758.2,0.1695,0.1695,41.7,78.1,1226
"94972, Valley Ford, CA",94972,748.9,1.7241,1.7241,60.1,58.8,994.2
"95979, Stonyford, CA",95979,748.4,5.1118,1.278,40.9,84,1260.2
"93932, Lockwood, CA",93932,748.2,1.087,1.2422,49.7,64.8,1083.4
"95970, Princeton, CA",95970,742.9,0.4412,1.3235,44.2,71.4,1160.9
"91210, Glendale, CA",91210,740.6,1.2559,24.4898,41.9,69.6,1164.7
"90071, Los Angeles, CA",90071,737.5,5.317,61.1452,39.7,63.9,1185.1
"94573, Rutherford, CA",94573,736.5,0,0.2392,63,54.5,936.1
"92333, Fawnskin, CA",92333,734,0,1.9608,41.6,77.8,1193.5
"93531, Keene, CA",93531,731.5,0.7335,1.956,54,61.2,1026.4
"96105, Chilcoot, CA",96105,730,0.3604,0.1802,43.4,74.1,1163.3
"95459, Manchester, CA",95459,728.3,0.3584,0.5376,40.8,78.7,1191.5
"95556, Orleans, CA",95556,716.2,0,1.4587,38,73,1150.5
"95227, Clements, CA",95227,713.8,0.3891,1.3619,51.7,58.9,995.7
"94516, Canyon, CA",94516,710.6,0.4914,17.9361,60.9,50.4,902.1
"92281, Westmorland, CA",92281,710.2,1.4689,1.5819,36.3,76.6,1192.8
"96050, Klamath River, CA",96050,710.1,1.9802,0.8251,38.3,76.4,1170.1
"91046, Verdugo City, CA",91046,702.4,1.165,14.9515,50.3,62.1,1008.2
"95450, Jenner, CA",95450,697,0.7335,1.7115,47.4,65.6,1031.3
"95417, Branscomb, CA",95417,695.4,0.5445,0.363,40.9,68.3,1076.1
"93526, Independence, CA",93526,693.2,1.0142,1.6227,42.8,68.4,1068.3
"95317, El Nido, CA",95317,692.4,0.9195,1.0345,39.1,64.1,1074.4
"96126, Sierraville, CA",96126,691.1,0.3273,0.491,34.7,78.5,1189
"95956, Meadow Valley, CA",95956,690.7,0.2232,0.2232,41.6,69,1075.6
"92322, Cedarpines Park, CA",92322,686.3,5.292,4.7445,46.9,60.9,1000.1
"95387, Westley, CA",95387,680.4,4.1033,5.9271,42.2,55.3,988.3
"92070, Santa Ysabel, CA",92070,674.2,1.454,1.1309,37.1,70.9,1093.4
"95232, Glencoe, CA",95232,672.6,0,2.3207,38.6,68.4,1075.3
"96128, Standish, CA",96128,671.4,0,0.956,44.8,57.3,964
"92309, Baker, CA",92309,667.2,1.1921,2.9139,36.4,64.3,1056.6
"95675, River Pines, CA",95675,665.5,0,1.3575,48.3,60.8,972.4
"93608, Cantua Creek, CA",93608,664.6,1.0788,0.8299,31,66.5,1106.9
"92328, Death Valley, CA",92328,660.7,1.3245,1.766,33.9,71.6,1094.7
"93251, Mc Kittrick, CA",93251,652.1,0.0723,0.0723,31.9,59.5,1049.9
"93921, Carmel By The Sea, CA",93921,649.5,0.3956,0.4747,33.1,61.9,1050.3
"95922, Camptonville, CA",95922,646.6,0.7491,1.4981,34.8,69.6,1069
"94074, San Gregorio, CA",94074,646.5,0.625,5.9375,61.3,41.5,755.9
"95569, Redcrest, CA",95569,646.5,0.6826,1.0239,37.7,60.5,999.2
"95563, Salyer, CA",95563,643.6,0.4073,0.611,38,66.8,1028.4
"94569, Port Costa, CA",94569,642.2,5.0139,5.0139,50.1,48.9,845.4
"95230, Farmington, CA",95230,633.8,0.9881,2.3715,45.6,52.3,887.1
"96104, Cedarville, CA",96104,633.8,0.2083,0,34.8,68.5,1041.6
"94971, Tomales, CA",94971,626.9,0.2045,1.8405,40.8,59.6,950.2
"96006, Adin, CA",96006,616.3,0.7707,0.7707,36.5,62.8,977.2
"95607, Capay, CA",95607,611.7,4.0921,1.2788,44.5,52,856.2
"93220, Edison, CA",93220,604.9,2.0501,4.5558,42.9,43.6,795.9
"89010, Dyer, NV",89010,604.7,0,0.2079,32.9,64,990.1
"95983, Taylorsville, CA",95983,603.5,0.2299,0.2299,33.4,64.2,973.6
"93239, Kettleman City, CA",93239,602.1,0.5519,0.4415,32.3,54.9,936.9
"95257, Wilseyville, CA",95257,598.5,0,1.8519,32.9,66.1,991.9
"93641, Miramonte, CA",93641,593.6,1.751,1.3619,33.8,59.4,943.6
"93224, Fellows, CA",93224,593,1.0331,0.4132,39.1,52.5,867.4
"92347, Hinkley, CA",92347,592.3,3.4542,1.5544,35.8,54.3,894.7
"93244, Lemon Cove, CA",93244,592.1,0.6369,0.8493,39.5,51.8,859.2
"92305, Angelus Oaks, CA",92305,581.6,0.5376,1.3441,42.8,47,796.4
"96145, Tahoe City, CA",96145,581.6,0.8086,4.3127,36.6,51.3,859
"96121, Milford, CA",96121,580.2,19.2593,4.321,34.9,54.9,886.4
"93621, Dunlap, CA",93621,575.3,1.7241,1.7241,32.3,59.5,932.6
"95930, Clipper Mills, CA",95930,563.6,0.7092,2.3641,33.9,58.3,892.8
"92385, Skyforest, CA",92385,561.4,6.713,1.8519,40.4,47.1,785.2
"96065, Montgomery Creek, CA",96065,554.7,1.0482,0.6289,30.8,60.9,913.9
"95941, Forbestown, CA",95941,554,0.6818,1.8182,31.3,58.5,899.5
"96075, Paynes Creek, CA",96075,544.8,2.603,1.0846,30.7,57.8,887.3
"95075, Tres Pinos, CA",95075,535.2,0,0.3891,35.4,46.7,791.4
"93207, California Hot Springs, CA",93207,534,0.2564,0.5128,30.7,58.4,874.3
"92341, Green Valley Lake, CA",92341,533.9,0,1.4458,33.1,52.9,826.4
"96016, Cassel, CA",96016,531.8,0,0.8174,33.1,52.5,818.9
"96048, Junction City, CA",96048,529.6,0.2488,0.7463,31.5,54.7,842.1
"95939, Elk Creek, CA",95939,528.7,4.7619,1.0823,34.8,51.1,803.8
"93645, O Neals, CA",93645,523.4,0.4673,0.9346,31.9,51.5,815.2
"95936, Downieville, CA",95936,521.8,0,1.2618,32.1,50.3,789.8
"96009, Bieber, CA",96009,519.7,3.125,0.625,33.6,47.8,776.7
"96090, Tehama, CA",96090,519.3,0.8869,1.5521,30.3,50.3,809.2
"95140, Mount Hamilton, CA",95140,518.7,2.2346,18.4358,43.5,36.1,658.3
"95335, Long Barn, CA",95335,517.8,0.9063,0.3021,30,53.2,823.8
"93666, Sultana, CA",93666,515,1.049,0.1166,26.8,50.6,829.5
"93450, San Ardo, CA",93450,509.7,1.1338,1.3605,33.6,44.1,738.9
"95717, Gold Run, CA",95717,502,0,0.7792,30.3,49.1,783.8
"96140, Carnelian Bay, CA",96140,497.5,0.2941,3.8235,28.7,48.8,781.4
