Name,FIPS,"Entertainment ($000), 2017","% Black Population, 2017","% Asian Population, 2017","Social, recreation, health club membership ($000), 2017","Prescription drugs ($000), 2017","Healthcare ($000), 2017"
"93635, Los Banos, CA",93635,33268.5,3.3933,3.8544,1973.7,2912.8,50149
"93637, Madera, CA",93637,33217.4,4.2424,3.3063,1936.8,2956.5,50491.5
"92706, Santa Ana, CA",92706,33201.9,1.694,10.3305,2258.9,2578.2,46739.4
"95405, Santa Rosa, CA",95405,33167.3,1.9975,4.391,2378.4,2683.4,45743.4
"91741, Glendora, CA",91741,33136.9,1.2242,8.4121,2522.8,2570.5,44744.1
"92108, San Diego, CA",92108,32959.5,6.5735,13.7185,2135.8,2396.9,44920.9
"90265, Malibu, CA",90265,32894.6,2.1848,5.1334,3021.5,2218.9,39370.3
"91722, Covina, CA",91722,32821.3,3.4766,11.6374,2137,2641.5,47265
"95632, Galt, CA",95632,32814.2,2.4099,4.5669,2124.2,2758.6,47842.5
"94132, San Francisco, CA",94132,32655,7.7843,44.0775,2248,2293.9,45183.3
"95054, Santa Clara, CA",95054,32553.1,3.1099,60.6303,2628.4,1606.8,39540.5
"92543, Hemet, CA",92543,32502,6.4605,2.3306,1647.4,3591.1,54489.4
"91737, Rancho Cucamonga, CA",91737,32419.9,7.9459,11.1164,2503.6,2224.6,41737.2
"92083, Vista, CA",92083,32397.8,3.5794,4.8662,1894.4,2738.4,48455.7
"91504, Burbank, CA",91504,32394.1,2.2204,14.9787,2385.6,2414.4,43763.1
"95901, Marysville, CA",95901,32387.9,4.6346,8.8085,1857.8,2920.2,49540.3
"95204, Stockton, CA",95204,32341.1,5.876,12.0175,1907.1,2973.3,49612.8
"96080, Red Bluff, CA",96080,32264,0.728,1.6674,1873.7,3108.7,50234.7
"92637, Laguna Woods, CA",92637,32142.7,0.7861,12.1201,1918.5,3861.2,54377.8
"95842, Sacramento, CA",95842,32104.8,12.1526,6.963,1766.1,2793.6,48767.3
"93704, Fresno, CA",93704,32096.3,5.0757,5.2309,2031,2831.6,47130.8
"93955, Seaside, CA",93955,31986.6,7.7562,12.2409,1995.9,2534.2,46092.1
"92106, San Diego, CA",92106,31883.3,3.3678,4.4019,2523.6,2383.2,41752.5
"90023, Los Angeles, CA",90023,31812.7,0.9111,0.9226,1675.4,3042.3,50700.3
"92410, San Bernardino, CA",92410,31799.7,12.8833,3.9439,1522.1,3044.8,51335.5
"95135, San Jose, CA",95135,31760.2,2.2751,55.4905,2636,2014.8,40851.3
"95818, Sacramento, CA",95818,31758.2,8.5521,14.5349,2185.9,2444.8,43785.5
"95131, San Jose, CA",95131,31625.8,2.8558,73.0004,2404,1660.4,41074.2
"92240, Desert Hot Springs, CA",92240,31584.6,7.146,2.7803,1650.5,3118.8,50654.5
"90043, Los Angeles, CA",90043,31542.1,64.7405,1.0922,1485.8,2737.6,46975.9
"90732, San Pedro, CA",90732,31474,4.2573,9.1796,2293.6,2486.1,42935.9
"90621, Buena Park, CA",90621,31455.6,4.8187,31.5064,1968,2337,45959.4
"91101, Pasadena, CA",91101,31346.1,8.0309,24.7706,1997,2319.7,43916.1
"94803, El Sobrante, CA",94803,31306.8,16.2261,23.8272,2191.8,2321.8,43122.3
"90260, Lawndale, CA",90260,31273.6,8.7865,13.4936,1881.6,2554.8,46234.2
"94545, Hayward, CA",94545,31254.8,9.0132,41.7593,2078.9,2245.1,44585.1
"92139, San Diego, CA",92139,31103.2,13.9031,36.4346,1882.3,2291.2,45651
"93923, Carmel, CA",93923,31095.7,0.4616,4.0177,2523.4,2566.1,41533.7
"92701, Santa Ana, CA",92701,31089.4,1.6517,5.1227,1770.1,2598.4,46813.2
"91011, La Canada Flintridge, CA",91011,30988.2,0.7289,27.3662,2841.7,1943.3,37326.1
"93901, Salinas, CA",93901,30964.7,2.1553,6.7009,1968.5,2651.5,45192.9
"90001, Los Angeles, CA",90001,30962.5,10.3325,0.4425,1544.8,2884.6,49140.9
"93638, Madera, CA",93638,30922.7,4.5284,1.2082,1689.2,2848.4,48282.9
"90033, Los Angeles, CA",90033,30912.6,1.9661,4.9686,1562.5,2990.7,49755.8
"94619, Oakland, CA",94619,30893.1,25.9503,25.5539,2099.2,2204.9,42057.7
"94580, San Lorenzo, CA",94580,30889.5,6.6711,27.0668,1993.1,2388.8,44669.7
"91803, Alhambra, CA",91803,30871.3,1.144,52.154,1958.4,2310.2,46044.3
"93710, Fresno, CA",93710,30862.7,8.5417,10.5258,1785.1,2703.1,46113.6
"95945, Grass Valley, CA",95945,30666.5,0.4075,1.5731,1882.1,2983.9,46894.2
"94030, Millbrae, CA",94030,30652.1,0.8005,48.9015,2321.9,2113.1,41500.5
"91202, Glendale, CA",91202,30598.7,1.5649,17.9383,2208.9,2366.8,42376.8
"90806, Long Beach, CA",90806,30590.3,17.723,22.2076,1726.3,2456.3,45586.8
"91752, Mira Loma, CA",91752,30519.3,6.063,8.2912,2001.3,2419.4,43387
"91602, North Hollywood, CA",91602,30487.3,6.2571,7.8766,2180.1,2215.8,40440.2
"92618, Irvine, CA",92618,30472.3,2.2604,36.9878,2351.8,1812.3,38369.4
"93702, Fresno, CA",93702,30377.5,4.6939,13.234,1446.7,2967.1,49845.9
"93023, Ojai, CA",93023,30350.9,0.5953,1.8048,2243.2,2568.7,42242.4
"90041, Los Angeles, CA",90041,30331,2.194,29.1833,2079.2,2344.4,42978.1
"91776, San Gabriel, CA",91776,30299.5,0.8945,64.1965,1788.3,2220,46613.5
"90404, Santa Monica, CA",90404,30281.6,7.453,12.1282,2067.5,2281,41227.2
"93060, Santa Paula, CA",93060,30252.3,0.5449,0.8827,1969,2647.4,44396.3
"94547, Hercules, CA",94547,30241.1,17.9155,47.6831,2129.3,1901.1,40334.5
"92625, Corona Del Mar, CA",92625,30214.2,0.4365,6.318,2752.8,2080.2,36591.2
"90047, Los Angeles, CA",90047,30210.8,64.8319,0.6915,1327.8,2699.1,46138.6
"92118, Coronado, CA",92118,30141.9,7.3417,5.0089,2389.4,2259.5,39257.4
"93215, Delano, CA",93215,30054.7,7.3168,14.5063,1626.5,2621.1,47219.3
"91915, Chula Vista, CA",91915,30046.8,6.2344,27.62,2154.8,1840.9,39031
"95819, Sacramento, CA",95819,30036.4,2.2225,5.7761,2303.5,2245,39465.2
"94085, Sunnyvale, CA",94085,29983.9,2.2427,37.6628,2210.7,1798.6,38625.8
"92860, Norco, CA",92860,29924.5,6.9882,4.1847,2239.3,2293.1,40414.8
"90038, Los Angeles, CA",90038,29908.2,5.063,9.6923,1669.9,2576.7,45016.1
"91763, Montclair, CA",91763,29882,5.4427,10.4886,1726.8,2567.9,45441.3
"95503, Eureka, CA",95503,29816.4,1.2038,4.6753,1860.5,2736.5,44766
"95949, Grass Valley, CA",95949,29795.4,0.4513,1.1357,1990.6,2747.7,44020.3
"93705, Fresno, CA",93705,29764.4,10.4249,6.532,1520.4,2871.4,47433.9
"91740, Glendora, CA",91740,29763.4,2.7354,9.6588,2055.1,2371,41897.2
"94706, Albany, CA",94706,29642.9,3.6407,33.9174,2184.8,1986.9,39528.3
"92113, San Diego, CA",92113,29640.4,14.4987,4.4891,1460.2,2728.4,46759.1
"94585, Suisun City, CA",94585,29616.1,19.229,22.3458,1916.6,2127.8,41012.7
"95348, Merced, CA",95348,29602.4,6.912,17.0947,1781.7,2407,43192.2
"92337, Fontana, CA",92337,29597.4,10.6478,7.2294,1808.5,2255.8,42444.3
"91775, San Gabriel, CA",91775,29519.1,1.388,48.8085,2159.1,1999.6,40411.2
"93552, Palmdale, CA",93552,29453.2,16.0315,3.9788,1756.5,2379.3,43072.8
"92808, Anaheim, CA",92808,29444,1.9259,24.785,2391.3,1847.4,36783.6
"95210, Stockton, CA",95210,29418.7,13.0106,36.2843,1573.4,2462.4,46145.5
"91384, Castaic, CA",91384,29388.6,9.9125,8.9682,2344.6,1918.8,36933.2
"90717, Lomita, CA",90717,29294.8,4.9532,16.443,1962.5,2340.9,41698.4
"92284, Yucca Valley, CA",92284,29233.9,3.0286,2.6358,1720.1,2863.1,45618.7
"92606, Irvine, CA",92606,29079.2,2.1241,49.8768,2264.2,1674.9,36851.8
"92231, Calexico, CA",92231,29059.6,0.3177,1.4035,1644.5,2738.4,45324.1
"94507, Alamo, CA",94507,28965.8,0.62,9.8407,2678.3,1908.7,34766.3
"92586, Sun City, CA",92586,28890.4,5.5551,4.1473,1636.7,3264.8,47972.4
"90606, Whittier, CA",90606,28865.2,1.0496,2.0691,1804.8,2536.7,42872
"92014, Del Mar, CA",92014,28835,0.5842,7.0599,2585,1979.5,35186.8
"90031, Los Angeles, CA",90031,28694,1.2997,27.5995,1549,2548.8,45481.8
"91324, Northridge, CA",91324,28693.4,4.6184,19.0499,1952.6,2246.3,40582.7
"94960, San Anselmo, CA",94960,28456.3,0.7293,4.3947,2433.9,1989.4,35307.5
"92029, Escondido, CA",92029,28323.9,1.9428,9.1039,2104.9,2208.9,38570.2
"95816, Sacramento, CA",95816,28308,4.4304,5.8858,1839.7,2245.7,39514.6
"94556, Moraga, CA",94556,28253.6,1.7012,17.4493,2539,1870.6,34604.2
"91501, Burbank, CA",91501,28253.4,2.1245,13.5652,1968.8,2180.4,39126.9
"90240, Downey, CA",90240,28132.4,2.3292,9.2372,1944.6,2240.8,39756
"91792, West Covina, CA",91792,28067,5.0888,41.5435,1810.7,2000.8,40534.2
"95138, San Jose, CA",95138,27830.6,3.41,50.2415,2409.9,1450.2,33094.2
"92236, Coachella, CA",92236,27814.7,0.796,0.8528,1498.9,2475.4,43357.7
"94089, Sunnyvale, CA",94089,27798.5,2.3922,43.3633,2024.4,1892.5,37921.5
"90220, Compton, CA",90220,27773.2,39.4024,1.7967,1365.2,2484.9,42783
"91506, Burbank, CA",91506,27693.2,2.2712,11.9161,2020.9,2090.2,37305.4
"94945, Novato, CA",94945,27690,1.7612,7.2198,2149.5,2128.8,36985.4
"95205, Stockton, CA",95205,27653.1,7.9004,7.9099,1423.7,2602.4,43941.8
"90221, Compton, CA",90221,27595.8,22.2317,1.1781,1426.9,2444.8,42537.6
"92354, Loma Linda, CA",92354,27572.3,8.2815,31.1651,1842,2052.9,38755.7
"94019, Half Moon Bay, CA",94019,27527.3,0.7642,5.1491,2302.8,1997.7,35296
"90814, Long Beach, CA",90814,27520.9,7.6516,8.5058,1884,2102.6,37642.3
"94707, Berkeley, CA",94707,27514,2.1984,11.8869,2484.9,1863.8,33501.6
"91436, Encino, CA",91436,27412,2.1249,6.0182,2479.5,1892.9,33377.8
"90245, El Segundo, CA",90245,27394.9,2.0939,10.033,2148.5,1902.3,35052.5
"91932, Imperial Beach, CA",91932,27361.2,4.6903,8.3523,1611.2,2345.9,40838.6
"94949, Novato, CA",94949,27262.9,9.7473,6.5676,2055.6,2105.1,36553.7
"92082, Valley Center, CA",92082,27208.5,1.0675,4.1525,1958.9,2195.9,37837.6
"93305, Bakersfield, CA",93305,27196.7,6.0242,1.1411,1457.3,2505.9,42207.7
"92841, Garden Grove, CA",92841,27184.6,1.5923,42.9272,1758.8,2052,39887.1
"90603, Whittier, CA",90603,27083.2,0.9428,6.2169,2040.5,2082,36493.4
"91381, Stevenson Ranch, CA",91381,26951.7,3.3072,25.2145,2263.5,1580.3,32566.2
"91733, South El Monte, CA",91733,26942.3,0.5775,18.8491,1507.3,2349.2,42230.8
"94063, Redwood City, CA",94063,26933.3,2.5102,8.1543,1707.1,2205.6,39161.4
"95602, Auburn, CA",95602,26918,0.6466,2.1095,1912.8,2359.7,38392.2
"95959, Nevada City, CA",95959,26697.8,0.6288,1.4542,1854.1,2404.2,38653.6
"90810, Long Beach, CA",90810,26682.6,12.1645,27.4764,1527.4,2177.2,40623.9
"95660, North Highlands, CA",95660,26638.5,11.6013,6.4858,1425.2,2504,42051.6
"90301, Inglewood, CA",90301,26561.1,32.9974,2.5773,1311.3,2342.8,40683.6
"95358, Modesto, CA",95358,26470,2.4835,4.6355,1586.2,2319.8,39923.6
"90007, Los Angeles, CA",90007,26392.2,10.8896,16.8854,1295.9,2301.7,40676.7
"91010, Duarte, CA",91010,26379.8,7.6577,15.7108,1705.3,2205.8,38746.2
"91040, Sunland, CA",91040,26370,1.4585,9.678,1858.6,2133.9,36935.9
"95829, Sacramento, CA",95829,26343.2,9.5681,33.5199,1764.8,1828.5,36586
"93111, Santa Barbara, CA",93111,26332,1.3263,7.3607,2127.9,1981.5,34359.7
"93907, Salinas, CA",93907,26287.1,1.6261,7.3948,1805.3,2087.5,36921.8
"92868, Orange, CA",92868,26192.9,3.1174,16.5191,1751.2,1918.9,36139.6
"94703, Berkeley, CA",94703,26186.8,17.4505,15.1211,1756.3,1961.7,35871.6
"93654, Reedley, CA",93654,26153.3,0.8591,3.7281,1565.8,2331.5,39839.9
"91411, Van Nuys, CA",91411,26052.2,5.8771,7.4331,1639.9,2096.5,37253.8
"96007, Anderson, CA",96007,26006.8,0.7003,2.37,1484.4,2588.8,41206.3
"92277, Twentynine Palms, CA",92277,25934.4,7.9619,5.8495,1476.4,2237.3,38885.9
"91390, Santa Clarita, CA",91390,25933.7,3.1592,8.3845,2138.7,1702.4,32195.8
"90680, Stanton, CA",90680,25894.9,2.4786,28.4008,1576.8,2105.6,38921.1
"93950, Pacific Grove, CA",93950,25839.5,1.2559,6.5081,1864.3,2109.5,35656.8
"92596, Winchester, CA",92596,25837.8,7.13,12.8884,1812.8,1759,34439
"90602, Whittier, CA",90602,25820.6,1.3608,4.215,1646.1,2174.4,37453.7
"95838, Sacramento, CA",95838,25819.4,18.3065,23.4333,1305.3,2239.4,40509.9
"96161, Truckee, CA",96161,25722.6,0.4265,1.9134,1938.1,1912.9,34112.4
"92583, San Jacinto, CA",92583,25680.6,5.6575,2.4023,1456.7,2459.8,40126.1
"95834, Sacramento, CA",95834,25651,16.8867,24.2662,1567.9,1836.6,36058.4
"90293, Playa Del Rey, CA",90293,25648.3,5.7665,11.6112,2040.5,1719.9,32104.6
"91201, Glendale, CA",91201,25615.3,1.3554,10.0407,1635.5,2203.2,37840.9
"93933, Marina, CA",93933,25580.2,6.9109,20.2434,1607.9,2023.5,36985
"92227, Brawley, CA",92227,25571.6,1.7162,1.5111,1496.9,2380.7,39308.6
"95354, Modesto, CA",95354,25566.5,3.973,4.9289,1479.9,2337.2,38865
"95134, San Jose, CA",95134,25503.8,4.5068,51.1297,2006.1,1295.9,31066.6
"94920, Belvedere Tiburon, CA",94920,25454.9,0.7602,6.089,2344.7,1779.2,31012.9
"93662, Selma, CA",93662,25364.2,1.1292,5.6243,1463.3,2313.5,39118.8
"93405, San Luis Obispo, CA",93405,25304.6,7.7805,8.1922,1666.7,2007.8,34720.4
"90002, Los Angeles, CA",90002,25130.7,25.3273,0.5048,1185.7,2311.6,39540.4
"93444, Nipomo, CA",93444,25080.3,1.0377,3.6654,1712.3,2089.6,35728.4
"91377, Oak Park, CA",91377,24978.3,1.1097,11.1317,2184.8,1586.9,29999
"94519, Concord, CA",94519,24975.7,3.1723,12.4361,1752.7,1904.8,34359.4
"94705, Berkeley, CA",94705,24872.4,5.1909,14.7212,2034.7,1730.8,31447.1
"95531, Crescent City, CA",95531,24861.8,4.459,4.1415,1494,2354.7,38137.8
"90012, Los Angeles, CA",90012,24812.8,13.3118,42.0228,1297.9,2022.1,39569
"94589, Vallejo, CA",94589,24800.5,23.7075,31.1369,1415.1,1953.5,37016.1
"91755, Monterey Park, CA",91755,24765.1,0.3653,74.1503,1551.7,1742.7,37869.3
"95448, Healdsburg, CA",95448,24756.9,0.8625,1.6639,1759.7,2112.8,34921.8
"95620, Dixon, CA",95620,24707.1,2.883,4.3993,1687.7,1933.9,34474.3
"91901, Alpine, CA",91901,24692,1.3441,2.7229,1903.9,1894.9,32856.7
"93103, Santa Barbara, CA",93103,24565.5,2.2984,2.8631,1856.1,1906.8,32930.7
"90710, Harbor City, CA",90710,24492.7,12.5521,19.4137,1530.1,1993.1,36053.9
"95521, Arcata, CA",95521,24481.5,2.1097,2.842,1430.5,2155,36059.1
"94564, Pinole, CA",94564,24446.5,13.3078,25.2713,1681.6,1852.5,34065.1
"91945, Lemon Grove, CA",91945,24432.9,14.4463,7.7085,1453.5,2103.3,36304.4
"95133, San Jose, CA",95133,24420.6,2.4886,64.2905,1697.8,1539.8,34230.4
"91208, Glendale, CA",91208,24415.6,0.796,15.5285,2004.3,1744.4,31528.7
"95961, Olivehurst, CA",95961,24407.5,4.4807,8.7194,1433.3,2049.8,36467.1
"91768, Pomona, CA",91768,24300.7,7.0851,7.9541,1401.6,2103,36856.6
"94609, Oakland, CA",94609,24276.3,31.9784,10.1203,1469.3,1846.4,33923.8
"95501, Eureka, CA",95501,24228.1,2.059,4.9169,1353.3,2297.8,37441.4
"90008, Los Angeles, CA",90008,24178.4,69.8266,2.5756,1044.7,2130.9,36720.5
"92551, Moreno Valley, CA",92551,24164.9,20.0445,6.9673,1343,1961.7,36061.1
"95776, Woodland, CA",95776,24158.3,1.9569,12.422,1602.5,1839.3,34076.6
"93110, Santa Barbara, CA",93110,24134.5,2.6565,5.6153,1841.5,1938.2,32738
"95066, Scotts Valley, CA",95066,24060.2,0.9636,5.4111,2031.5,1691.7,30074.1
"92832, Fullerton, CA",92832,24042.5,2.5924,11.3937,1543.5,1927.1,34513.6
"91105, Pasadena, CA",91105,24020.9,4.2796,16.0388,2059.1,1650.1,29990.7
"94579, San Leandro, CA",94579,23817.7,6.176,46.9921,1556.8,1777.9,34582.6
"95363, Patterson, CA",95363,23802.2,5.3323,6.4624,1486.3,1914.4,34392.2
"91303, Canoga Park, CA",91303,23713.7,4.3504,12.0683,1398.3,1907.6,34816.4
"94965, Sausalito, CA",94965,23453,9.3455,7.3504,1941.3,1686.1,29524.3
"94124, San Francisco, CA",94124,23402.4,30.6523,34.5497,1271.5,1770.3,34615.2
"93703, Fresno, CA",93703,23331.8,6.732,14.5416,1149.5,2221.5,37673.6
"92865, Orange, CA",92865,23300,1.9055,12.8987,1689.7,1712,31501.6
"90402, Santa Monica, CA",90402,23195.9,0.9982,7.6556,2162.9,1538,27539.4
"94702, Berkeley, CA",94702,23191.1,22.8221,13.9596,1527.1,1782.8,32092.8
"94552, Castro Valley, CA",94552,23164.6,4.1931,42.1509,1989.2,1354.4,28373.3
"94801, Richmond, CA",94801,23152.1,21.5981,7.1504,1294.1,1961,34566.2
"94904, Greenbrae, CA",94904,23146.5,1.1919,5.38,1995.8,1691.2,29192.4
"91340, San Fernando, CA",91340,23146.2,1.968,1.7579,1350.8,2068.2,35344
"92845, Garden Grove, CA",92845,23121.3,1.1184,14.9831,1740.6,1746.3,31153.6
"94708, Berkeley, CA",94708,23120.6,2.3548,13.0129,2103,1540.7,27872.2
"92394, Victorville, CA",92394,23099.7,21.1429,5.2343,1286.7,1916.6,34366.2
"93706, Fresno, CA",93706,23070,17.5394,9.8728,1122.7,2220.6,37259.9
"91103, Pasadena, CA",91103,23025,20.6442,7.6089,1501.8,1823.3,32437.5
"93560, Rosamond, CA",93560,23020.3,7.7794,4.1704,1455.8,1919.6,33280.4
"94502, Alameda, CA",94502,22972.2,2.8351,47.5603,1905.2,1427.8,29234.9
"95367, Riverbank, CA",95367,22912.2,2.0144,4.12,1462.6,1899.8,33297.9
"90232, Culver City, CA",90232,22873.4,5.7873,16.3207,1699.8,1645.6,30301.9
"93041, Port Hueneme, CA",93041,22830.6,5.3085,6.6416,1364.6,1967.7,34075
"95366, Ripon, CA",95366,22825,1.729,4.8767,1689.7,1761.6,30978.3
"92587, Sun City, CA",92587,22816,2.8096,3.5293,1613.9,1802.5,31552.4
"95212, Stockton, CA",95212,22802.8,6.6451,42.3623,1492.3,1688,33095.4
"92075, Solana Beach, CA",92075,22712.4,0.4922,4.7297,1870.9,1661.1,29120.2
"95519, Mckinleyville, CA",95519,22644.2,0.758,1.621,1380.6,2033.6,33858.2
"90249, Gardena, CA",90249,22572,31.6475,18.3902,1304.3,1803.9,33199.1
"94607, Oakland, CA",94607,22542.8,36.2681,32.1699,1175.4,1761.4,34068.8
"94041, Mountain View, CA",94041,22454.9,2.7025,26.8674,1767.5,1401.2,28313.2
"95827, Sacramento, CA",95827,22419.7,12.4132,11.5201,1326.4,1909.4,33499.1
"94065, Redwood City, CA",94065,22362.8,1.7166,41.6192,1961.4,1238.6,26419
"90017, Los Angeles, CA",90017,22344.6,5.908,12.4667,1240,1861.6,33371.3
"91746, La Puente, CA",91746,22295.1,1.6229,9.1411,1370.4,1944.5,33681.3
"92405, San Bernardino, CA",92405,22209,13.4009,2.3661,1209.7,1992.9,33909
"95030, Los Gatos, CA",95030,22199.1,0.6408,12.0951,2089.1,1400.8,26064.5
"91902, Bonita, CA",91902,21951.1,4.2219,15.2826,1649.1,1642.1,29592.4
"94704, Berkeley, CA",94704,21916.4,4.5091,41.2345,1266.9,1530.4,30393
"92316, Bloomington, CA",92316,21666.1,4.7792,2.4433,1213.2,1965.1,33751.9
"92010, Carlsbad, CA",92010,21579.4,1.6619,9.6242,1615.3,1626.3,28935.3
"95841, Sacramento, CA",95841,21461.3,10.6252,5.801,1216.9,1943.8,32648.5
"93618, Dinuba, CA",93618,21364.2,0.7375,2.2225,1180.5,1976.3,33431
"95341, Merced, CA",95341,21149.4,5.1352,13.1343,1109.7,1907.7,33193.4
"90746, Carson, CA",90746,21042.2,60.9873,9.9463,1199.9,1588.2,29129.2
"90212, Beverly Hills, CA",90212,21014.4,2.7799,11.1277,1655.9,1504.3,27163.7
"90302, Inglewood, CA",90302,20942.5,49.7485,1.6304,993.1,1777.4,31423
"94505, Discovery Bay, CA",94505,20843.3,3.9486,4.6931,1682.6,1439,26343.4
"94517, Clayton, CA",94517,20753,1.5511,8.1251,1771.1,1433.3,25902.6
"93908, Salinas, CA",93908,20704,1.01,6.7988,1737.2,1462.1,26214.6
"94503, American Canyon, CA",94503,20692.8,8.194,36.3051,1457.1,1404,28182.8
"91723, Covina, CA",91723,20685.8,4.3317,11.0683,1355.9,1662.9,29604.4
"92344, Hesperia, CA",92344,20631.7,6.9893,5.1491,1325.5,1633.2,29485.2
"92301, Adelanto, CA",92301,20592.9,20.0709,3.0267,1041.5,1828.6,32094.1
"95824, Sacramento, CA",95824,20583.8,9.6371,31.3439,992,1879.5,33797.7
"94603, Oakland, CA",94603,20314.6,37.226,6.7715,979.3,1741.6,31175.8
"95815, Sacramento, CA",95815,20302.8,12.3196,12.0021,1041.4,1876.8,31879.3
"90715, Lakewood, CA",90715,20145,10.3417,30.6683,1305.1,1476.6,28757.9
"95215, Stockton, CA",95215,20107,2.0866,4.5658,1214.5,1856.5,30802.4
"95650, Loomis, CA",95650,20007.7,0.7259,4.1256,1574.3,1540.7,26673.2
"92007, Cardiff By The Sea, CA",92007,19939.4,0.5653,3.9484,1599.3,1413.4,25401.3
"93402, Los Osos, CA",93402,19717.6,0.5594,6.9641,1291.9,1736.4,28882.6
"92657, Newport Coast, CA",92657,19694.8,0.5715,20.2876,1832.1,1162,22864.1
"91731, El Monte, CA",91731,19679.3,0.9117,30.1413,1083.6,1712.9,31368.5
"92532, Lake Elsinore, CA",92532,19634.3,6.0448,10.1976,1331.7,1430,26811.8
"93013, Carpinteria, CA",93013,19476,1.0694,2.8736,1413.1,1572.3,26813.7
"90059, Los Angeles, CA",90059,19457.6,33.1651,0.4877,904.8,1769.5,30378.4
"92501, Riverside, CA",92501,19437.9,10.0574,5.3795,1132.6,1677.8,29023.7
"92866, Orange, CA",92866,19333.5,1.6616,6.3937,1323.4,1531.4,26783.4
"90623, La Palma, CA",90623,19325.2,4.5972,50.4323,1438.8,1291.3,26336
"91108, San Marino, CA",91108,19299.1,0.5576,54.8112,1707.7,1155.1,24088.9
"95965, Oroville, CA",95965,19265.7,1.9311,12.0864,1064,1895.8,30609
"90502, Torrance, CA",90502,19166.2,8.0875,35.8153,1238,1451.9,27940.6
"92173, San Ysidro, CA",92173,19128.8,1.7592,3.7366,1061,1771.2,29882.3
"94108, San Francisco, CA",94108,18944.2,2.1319,56.8266,1201.7,1433.9,27775.3
"91024, Sierra Madre, CA",91024,18916.1,1.8594,10.4842,1506,1402.8,24625.6
"92844, Garden Grove, CA",92844,18853.1,1.1982,62.262,1107,1376.1,29155.7
"94621, Oakland, CA",94621,18612.4,36.2161,6.7482,820,1687,29629.7
"93108, Santa Barbara, CA",93108,18600.9,0.9237,3.0527,1591.8,1429.5,23890.8
"95130, San Jose, CA",95130,18546.6,3.7309,28.8899,1473.1,1193.3,23629.6
"92371, Phelan, CA",92371,18472.1,2.7723,3.3257,1170.7,1609.1,27298.4
"96022, Cottonwood, CA",96022,18471.7,0.3028,1.8037,1159.1,1690.5,27896.5
"93631, Kingsburg, CA",93631,18374.2,0.6342,4.0901,1202.3,1577.4,26859
"93514, Bishop, CA",93514,18161.3,0.6411,1.9766,1168.2,1685.4,27082.1
"95437, Fort Bragg, CA",95437,18134.9,0.9041,1.7417,1070,1813.5,28349.5
"92377, Rialto, CA",92377,18093.2,21.3678,5.2447,1162.5,1382.8,25245.5
"90062, Los Angeles, CA",90062,18092.2,37.8083,1.3952,820.8,1707,28722.9
"90015, Los Angeles, CA",90015,18083.9,6.5349,15.0664,1038.4,1493.5,26893.3
"92251, Imperial, CA",92251,17779.1,2.9089,2.4222,1131.8,1438.4,25522.6
"93109, Santa Barbara, CA",93109,17725.9,1.6422,6.2438,1424.9,1314.9,22935.2
"90304, Inglewood, CA",90304,17678.9,5.0383,2.2938,927.4,1602.6,27666.2
"91207, Glendale, CA",91207,17628.9,0.8135,12.7723,1443.9,1289,22953
"90077, Los Angeles, CA",90077,17625.8,1.5135,10,1720.2,1131.8,20508.9
"93725, Fresno, CA",93725,17401.6,5.3606,14.6556,931.9,1578.3,27472.1
"92585, Sun City, CA",92585,17329.2,5.2823,5.4133,1103.8,1512.1,25578.9
"90222, Compton, CA",90222,17306.7,30.1356,0.6808,840.9,1583.6,27027.2
"95110, San Jose, CA",95110,17241,4.467,12.4974,1113.4,1286.8,24206.1
"93015, Fillmore, CA",93015,17188.5,0.547,1.137,1113.7,1481.7,25146.6
"95073, Soquel, CA",95073,17156.3,1.023,3.9157,1320.4,1347.3,23021
"93442, Morro Bay, CA",93442,17143.2,0.4756,3.4637,1154.9,1530.1,24892
"93730, Fresno, CA",93730,17080.7,1.9269,16.0548,1411.5,1151.8,21567.7
"94105, San Francisco, CA",94105,17068.6,2.3965,37.8214,1544.9,842.4,19144.6
"90303, Inglewood, CA",90303,17066.3,36.3899,1.4698,865.8,1476.5,25692.9
"95963, Orland, CA",95963,17058.3,0.6582,2.4698,1007.1,1604.2,26356.8
"94709, Berkeley, CA",94709,17023.4,3.103,28.4067,1199,1184.5,22601.6
"94542, Hayward, CA",94542,16993.5,13.9533,27.7914,1298.4,1114.3,21854.3
"90270, Maywood, CA",90270,16989,0.6188,0.4447,893.5,1557.5,26701.1
"95252, Valley Springs, CA",95252,16977.1,1.0268,2.6427,1181.2,1441,24146.2
"91914, Chula Vista, CA",91914,16933.8,4.6448,22.3044,1290.5,1087.2,21905.1
"95673, Rio Linda, CA",95673,16898.1,2.6778,5.7322,1039.8,1482.3,25237.2
"92225, Blythe, CA",92225,16614.2,14.4126,1.6787,1004.7,1494.8,24893
"95540, Fortuna, CA",95540,16565.1,0.6395,1.1208,990,1608.5,25635.8
"96130, Susanville, CA",96130,16549.8,9.1983,2.1246,1039.2,1453.8,24372.8
"95006, Boulder Creek, CA",95006,16545.8,1.1761,2.3223,1264.5,1250.2,21824.9
"91345, Mission Hills, CA",91345,16504.4,3.6895,10.9207,1069.8,1388.3,24152.8
"94805, Richmond, CA",94805,16475.9,15.3474,17.0191,1029,1334.1,23791.6
"93268, Taft, CA",93268,16465.6,0.9531,1.6478,983.6,1480.8,24817.7
