Name,FIPS,"% Male Population, 2017","% Female Population, 2017","Healthcare (Household Average), 2017","% Employment, Blue Collar, 2017","% Employment, White Collar, 2017","% Non-Family Population, 2017","Total Population, Median Age, 2017","% American Indian and Alaska Native Population, 2017","% White Non-Hispanic Population, 2017","% Hispanic Population, 2017","% White Population, 2017","% Black Population, 2017","% Asian Population, 2017","Median Household Income, 2017","% Education, High School, 2017","% Education, < High School, 2017","% Education Attainment, Bachelor's Degree, 2017"
"91214, La Crescenta, CA",91214,48.236,51.764,5184.2421,11.433,79.3504,9.0912,43.3,0.3692,54.5568,11.348,62.3126,0.6517,29.2575,110845,16.1647,5.726,31.9623
"90249, Gardena, CA",90249,48.2324,51.7676,3779.4968,21.696,59.1213,11.6105,38.6,0.6836,9.1932,37.1695,27.0207,31.6475,18.3902,69637,28.5228,17.8103,13.9373
"94928, Rohnert Park, CA",94928,48.2285,51.7715,4506.7668,17.6376,58.0367,23.6789,32,1.0412,62.663,23.1513,71.8498,2.5501,6.2451,72101,21.23,11.0223,17.9982
"90041, Los Angeles, CA",90041,48.223,51.777,4589.7159,11.0544,71.6197,17.5408,40.7,0.804,26.159,37.7301,47.9037,2.194,29.1833,79270,16.1446,14.6311,26.8709
"95476, Sonoma, CA",95476,48.2229,51.7771,4930.0669,13.6241,60.1389,21.5407,46.4,0.7264,64.6459,29.2321,76.89,0.6995,2.5469,75856,14.602,13.0611,25.0152
"92604, Irvine, CA",92604,48.2202,51.7798,4990.221,9.458,81.9017,14.6857,42,0.1831,48.3321,11.0109,55.8004,1.6001,34.2566,109673,11.763,6.2352,33.6757
"96054, Lookout, CA",96054,48.2201,51.7799,4497.8723,12.5,58.6538,27.1845,54.2,12.2977,71.1974,15.2104,73.4628,0.3236,0.3236,39500,20.6751,13.0802,19.8312
"93650, Fresno, CA",93650,48.22,51.78,4145.943,20.1421,58.2445,17.28,32.8,3.14,33.22,46.9,48.42,5.82,9.94,53640,29.4514,17.6773,13.5387
"91001, Altadena, CA",91001,48.218,51.782,4492.525,11.7752,72.3181,13.7797,42.6,0.9046,31.0476,30.4653,46.5632,26.8579,5.5601,105474,13.3909,11.9188,24.522
"91791, West Covina, CA",91791,48.2047,51.7953,4847.2881,16.354,66.3801,8.8475,39.2,1.078,15.8808,51.6939,48.3235,4.0456,24.2009,90416,21.8943,13.1873,21.1641
"91755, Monterey Park, CA",91755,48.204,51.796,4258.8057,14.6612,63.6409,10.4358,45.7,0.3259,1.8515,22.5907,14.3287,0.3653,74.1503,68383,23.9887,24.031,19.285
"90807, Long Beach, CA",90807,48.2031,51.7969,4328.0163,14.2497,72.0364,20.0705,40.2,0.7176,32.8027,25.7085,45.3871,16.5491,19.4887,87500,17.4888,10.0683,25.8411
"93277, Visalia, CA",93277,48.2019,51.7981,4567.1162,17.5001,59.3339,14.4411,35.2,1.61,47.9524,42.3818,69.0712,2.5105,3.9587,64454,26.1823,14.3986,15.4452
"94403, San Mateo, CA",94403,48.2017,51.7983,4927.9789,10.9653,73.5797,17.9688,40.4,0.6006,44.8021,21.2354,54.1414,1.8493,26.9639,115576,13.5685,7.135,29.9659
"93704, Fresno, CA",93704,48.201,51.799,4393.6609,14.8406,59.038,19.3646,37.7,1.6845,44.5881,40.2438,59.5382,5.0757,5.2309,56603,21.3898,14.6221,17.8275
"90703, Cerritos, CA",90703,48.1902,51.8098,4820.5677,9.2041,79.2414,5.8379,45.8,0.325,13.6005,14.4898,21.9682,6.4645,62.2383,109680,16.6698,7.5755,31.8553
"91501, Burbank, CA",91501,48.1893,51.8107,4605.874,12.7161,75.4423,18.1163,39.2,0.2417,64.9063,14.2113,73.9901,2.1245,13.5652,80239,20.6532,9.7982,26.0584
"96097, Yreka, CA",96097,48.1851,51.8149,4388.2323,19.2336,55.6743,22.5996,45.8,6.771,75.6577,10.9557,81.7183,0.8547,1.665,42673,29.4405,13.7116,10.7013
"95841, Sacramento, CA",95841,48.1829,51.8171,3977.1592,19.1595,56.5008,21.3347,34.4,1.2296,60.0575,16.9914,68.2533,10.6252,5.801,48392,24.4882,14.6032,13.8117
"91911, Chula Vista, CA",91911,48.1721,51.8279,4420.9074,22.817,50.653,7.9162,34.1,1.0745,10.5499,72.4546,51.7381,4.1545,9.2739,59489,23.7484,26.4865,10.4271
"90601, Whittier, CA",90601,48.1701,51.8299,4824.825,16.4851,64.0882,11.6062,36.4,1.5426,15.2045,71.3487,59.2723,1.4166,6.5267,80520,23.2943,14.6229,17.7439
"95621, Citrus Heights, CA",95621,48.1631,51.8369,4635.0971,17.2802,61.3998,17.5312,38.1,0.867,69.0693,16.843,78.3076,3.5562,4.7196,70180,29.0855,9.4901,13.4014
"93612, Clovis, CA",93612,48.1628,51.8372,4052.075,21.1354,54.4687,18.2179,32.5,2.2337,46.1449,35.6048,62.0805,3.6932,9.6444,47288,25.6456,16.9617,12.3802
"95219, Stockton, CA",95219,48.154,51.846,4554.9302,13.6949,71.1049,14.3502,36.7,0.5919,37.2383,24.9314,49.4047,9.4877,22.9349,93340,15.6507,6.4072,25.2716
"94574, Saint Helena, CA",94574,48.1351,51.8649,5051.7484,15.451,66.0917,18.5667,46.5,0.6803,63.7227,29.9906,74.8534,0.6216,2.5569,97401,10.3723,8.9087,33.3439
"91506, Burbank, CA",91506,48.1322,51.8678,4775.3968,14.7929,72.4177,20.9188,41.5,0.6474,52.3765,28.2976,70.9162,2.2712,11.9161,90816,16.2895,9.6745,27.2353
"94546, Castro Valley, CA",94546,48.1263,51.8737,4793.4105,14.3188,70.0914,14.84,41.8,0.7807,48.8962,19.1751,58.2235,6.1914,19.9861,90660,23.1599,7.578,23.071
"92374, Redlands, CA",92374,48.1252,51.8748,4676.7999,17.5798,63.2451,12.1016,33.9,0.9826,38.7686,42.0048,61.0505,6.3942,9.1611,78932,23.7328,13.2172,16.2012
"90044, Los Angeles, CA",90044,48.1177,51.8823,2986.7702,32.251,36.4652,9.2958,29.8,0.8418,0.0622,61.57,21.8539,37.3884,0.5852,34438,25.1344,39.4028,7.015
"95135, San Jose, CA",95135,48.1151,51.8849,5231.31,9.5458,82.9316,9.1272,44,0.3326,26.7296,12.041,32.5439,2.2751,55.4905,141904,9.0151,5.0803,35.3318
"90064, Los Angeles, CA",90064,48.1143,51.8857,4821.3269,6.2769,84.515,27.1752,41.2,0.3341,58.4113,14.6956,67.3163,2.6392,18.5189,103732,11.8357,4.5396,32.3085
"96067, Mount Shasta, CA",96067,48.1136,51.8864,4726.3868,17.5912,63.7226,24.8458,51.8,1.0329,82.9006,8.2771,88.8395,1.5636,2.5965,65742,21.0945,3.5127,25.5315
"91723, Covina, CA",91723,48.1116,51.8884,4439.772,19.8942,61.8801,13.2727,34.7,1.7676,23.6935,55.8502,56.5233,4.3317,11.0683,68750,24.7576,13.3763,15.9911
"90638, La Mirada, CA",90638,48.094,51.906,5073.3832,16.7311,68.7788,9.3096,38.7,0.9455,32.5926,40.8151,58.1836,2.2681,19.6346,96155,23.6585,12.2322,19.1922
"94573, Rutherford, CA",94573,48.0861,51.9139,5673.3333,5.2885,49.0385,11.9617,49.3,0.4785,53.8278,40.6699,64.3541,0,0.2392,122321,14.8387,5.4839,27.7419
"90210, Beverly Hills, CA",90210,48.0857,51.9143,5558.4229,3.1227,87.2489,17.5661,49.4,0.1089,79.4677,6.6858,83.9714,1.7335,6.6466,177267,14.1867,3.5914,31.9245
"93430, Cayucos, CA",93430,48.081,51.919,4923.0769,15.9208,63.9415,28.3582,54.8,0.4975,84.0441,9.4527,89.9431,0.2132,3.0917,83092,12.8709,5.5846,24.3455
"94957, Ross, CA",94957,48.0807,51.9193,5827.49,0,87.5217,6.5712,46.6,0.1301,88.8744,4.3591,91.9323,0.1301,2.5374,173239,6.4516,3.4213,44.7703
"93933, Marina, CA",93933,48.0772,51.9228,4165.4466,14.3781,57.3868,16.8183,34.3,0.9867,31.9342,33.7135,45.3557,6.9109,20.2434,65390,23.8265,19.9387,13.6134
"95355, Modesto, CA",95355,48.0717,51.9283,4598.4039,19.6098,59.4348,13.4818,37,1.0569,52.4467,28.6087,66.4887,3.8985,9.3257,71761,25.0531,11.8684,14.2628
"93309, Bakersfield, CA",93309,48.0548,51.9452,4126.1486,24.8147,55.3617,14.9262,32.9,1.8092,41.2708,41.9531,61.0448,11.1726,4.8332,57945,27.6815,15.6466,13.1694
"91108, San Marino, CA",91108,48.0521,51.9479,5462.3356,2.6166,91.9675,5.8775,47,0.0527,34.0517,7.2941,39.0852,0.5576,54.8112,172883,6.7981,3.4417,37.187
"92617, Irvine, CA",92617,48.0476,51.9524,3420.6785,3.3209,82.8454,34.801,23,0.2231,31.7293,13.0904,38.4976,1.7181,48.1592,37732,3.4329,0.7356,28.1988
"91403, Sherman Oaks, CA",91403,48.039,51.961,4643.5126,5.1931,85.009,33.1784,40.2,0.1812,71.2732,10.7621,77.9647,4.9907,8.0576,96004,11.3897,2.3249,36.2062
"90045, Los Angeles, CA",90045,48.0375,51.9625,4466.0145,8.9426,80.509,22.9323,36.2,0.408,47.502,19.4716,59.2869,13.7946,13.0168,100420,11.627,5.3441,30.9041
"94947, Novato, CA",94947,48.0321,51.9679,5140.3771,10.2606,67.7845,15.5383,44.5,0.4909,64.04,21.1176,74.4344,2.4673,7.1929,104850,15.4109,7.2698,29.0087
"94404, San Mateo, CA",94404,48.0297,51.9703,4968.0578,6.0284,86.0832,16.2938,40.3,0.1586,36.6283,7.0963,40.1458,1.7226,49.897,143610,9.2469,3.6727,34.7213
"94963, San Geronimo, CA",94963,48.0255,51.9745,5602.3055,0,86.9474,20.8917,53.1,0.3822,86.7516,6.3694,91.0828,0.6369,2.4204,125758,3.9246,1.7268,28.2575
"95350, Modesto, CA",95350,48.0182,51.9818,4380.4784,22.2506,54.0158,17.5013,37.6,1.2746,51.3869,32.6563,66.0711,3.676,6.2409,55049,29.0585,15.5082,11.3846
"94521, Concord, CA",94521,48.0152,51.9848,5048.1115,14.6336,69.4136,14.2795,41.9,0.7265,55.565,18.6493,65.9337,3.0386,15.7085,100905,19.9675,5.6029,25.6195
"91741, Glendora, CA",91741,48.0081,51.9919,5263.3925,11.7675,73.7101,10.8687,41.6,0.6101,62.9737,22.8727,78.2747,1.2242,8.4121,100880,16.4031,6.6233,23.3122
"92823, Brea, CA",92823,48.0076,51.9924,5328.9984,9.0909,78.5124,7.6692,41,0.4913,51.2009,17.9312,63.81,1.4192,25.4094,124007,13.3763,4.9154,31.6277
"92866, Orange, CA",92866,48.0035,51.9965,4480.3279,17.6369,65.2319,22.0495,34.6,0.8845,46.8158,41.6224,69.794,1.6616,6.3937,72367,16.8674,17.0285,20.2143
"95969, Paradise, CA",95969,47.9994,52.0006,4671.4512,18.6341,57.8183,23.9173,52.7,1.3433,85.1918,7.8626,90.1171,0.4728,1.5797,50323,23.9407,8.0773,15.8311
"92395, Victorville, CA",92395,47.985,52.015,4052.5959,25.4332,47.8431,11.7929,32.8,1.1714,33.5023,45.3313,52.8125,12.9914,4.4063,47690,27.751,21.8595,7.6204
"90720, Los Alamitos, CA",90720,47.9824,52.0176,5178.5681,10.5657,73.3894,11.0111,42.3,0.4056,61.1569,18.135,73.406,1.9986,14.0618,111854,16.2746,5.9544,29.7537
"93067, Summerland, CA",93067,47.9794,52.0206,4859.9369,3.2558,76.124,30.0514,50.1,1.0287,68.6995,24.4673,81.4842,0.8082,3.2329,92308,12.4189,3.5218,31.418
"91775, San Gabriel, CA",91775,47.9774,52.0226,4810.2845,10.537,73.1567,10.6166,42.7,0.4545,21.5198,25.0655,36.4764,1.388,48.8085,101595,16.5445,11.1255,27.2922
"95685, Sutter Creek, CA",95685,47.9765,52.0235,4804.5794,21.6279,55,20.7789,52.9,1.8277,81.8973,10.074,88.1636,0.6092,2.067,68324,26.3381,6.2305,16.1144
"91786, Upland, CA",91786,47.9659,52.0341,4250.6132,19.6583,60.0552,14.6765,33.8,0.7904,31.4779,48.2241,59.8632,9.0038,8.2115,66642,22.7896,15.6284,15.2478
"95675, River Pines, CA",95675,47.9638,52.0362,4936.0406,17.0886,46.2025,16.5158,53.5,1.5837,79.4118,11.3122,87.1041,0,1.3575,60204,30.6122,16.9096,11.6618
"92656, Aliso Viejo, CA",92656,47.9621,52.0379,4982.0658,6.1907,82.0762,17.161,35.3,0.325,57.889,17.5672,69.3971,2.134,16.8717,118364,11.4726,4.236,40.3571
"92139, San Diego, CA",92139,47.9498,52.0502,4154.2452,18.1972,56.3149,6.6019,34.2,0.6966,8.6786,38.5192,26.6637,13.9031,36.4346,76382,21.2769,16.8107,20.6471
"91208, Glendale, CA",91208,47.9436,52.0564,5245.1672,7.5828,85.245,13.2036,45.7,0.1453,67.7933,11.3905,76.0945,0.796,15.5285,117994,14.072,3.7616,32.1877
"94530, El Cerrito, CA",94530,47.9264,52.0736,4664.548,10.4894,75.2859,23.0843,44.9,0.5539,41.8368,12.2715,47.5424,8.3644,30.2928,98974,11.517,7.1172,28.5539
"92011, Carlsbad, CA",92011,47.9248,52.0752,5198.0462,8.4858,81.4657,14.9197,43.6,0.4522,72.3161,12.1048,79.8183,1.2468,10.0338,115051,10.4993,2.8656,31.9586
"94577, San Leandro, CA",94577,47.9227,52.0773,4289.7559,21.1806,58.753,15.3945,40.3,1.0785,24.6599,29.864,36.3836,12.8702,28.3716,78494,23.2377,16.123,21.6232
"93705, Fresno, CA",93705,47.9209,52.0791,3856.1011,24.4226,41.5457,12.6139,30.3,2.4247,22.9557,55.956,45.0997,10.4249,6.532,37238,29.0856,26.2558,8.0865
"96135, Vinton, CA",96135,47.9167,52.0833,4460,25,37.5,16.6667,40,2.0833,75,16.6667,81.25,0,2.0833,50000,30.303,12.1212,12.1212
"94609, Oakland, CA",94609,47.9116,52.0884,3486.8743,10.9667,72.3072,40.8773,34.9,0.8997,39.0546,11.859,43.2827,31.9784,10.1203,61019,13.7476,8.0635,32.5706
"92119, San Diego, CA",92119,47.9093,52.0907,4948.3626,11.737,73.88,19.1523,44.6,0.6392,69.59,14.979,79.1092,4.2506,6.836,91080,14.5377,4.6011,29.0698
"92545, Hemet, CA",92545,47.9056,52.0944,4499.9882,24.5882,49.707,16.036,42.2,1.7066,49.0478,33.774,65.2816,6.6397,5.0838,50000,31.4297,16.5833,8.9677
"93604, Bass Lake, CA",93604,47.9048,52.0952,5158.7992,15.3846,58.7912,17.619,60.2,1.7143,88.4762,6.4762,93.2381,0.381,0.9524,66176,24.0868,3.5388,19.5205
"93711, Fresno, CA",93711,47.9015,52.0985,4774.1419,11.9173,72.5824,17.2027,43.1,1.0493,56.8071,25.7988,68.5562,5.3644,8.1423,77912,17.6927,5.8583,23.9593
"95822, Sacramento, CA",95822,47.8969,52.1031,4007.5577,16.2296,57.3546,14.8591,38.9,1.077,23.3933,31.2472,36.7388,17.4475,23.329,57119,24.0668,19.2455,15.5361
"91423, Sherman Oaks, CA",91423,47.8958,52.1042,4584.638,4.779,81.8448,33.687,39.9,0.3187,70.3111,12.53,78.1005,5.24,7.244,90883,10.8604,3.7683,35.3544
"91750, La Verne, CA",91750,47.8859,52.1141,5097.3449,12.443,71.3746,12.4135,44,1.0354,51.2431,31.3942,71.9399,3.5014,9.0448,93543,20.0691,7.4385,21.7765
"95410, Albion, CA",95410,47.8852,52.1148,4485.2507,7.5,55.8333,38.3686,57.4,1.0574,87.1601,5.287,91.2387,0.1511,1.5106,47321,12.0629,2.2727,23.951
"90016, Los Angeles, CA",90016,47.88,52.12,3163.6968,20.6599,49.1629,14.6479,34.7,1.0443,1.8163,54.1263,23.5491,37.3486,3.6345,45970,23.9219,29.0059,11.8009
"95747, Roseville, CA",95747,47.8788,52.1212,5133.8583,12.2063,73.431,11.8925,38.3,0.5494,66.9222,12.3808,74.4951,2.5476,13.1277,108063,17.849,3.508,28.3865
"95758, Elk Grove, CA",95758,47.8684,52.1316,4473.893,13.1748,69.8404,9.832,35.2,0.5153,31.69,20.9538,41.9998,13.5361,27.0426,90856,16.8814,9.0001,24.1012
"93633, Kings Canyon National Pk, CA",93633,47.8632,52.1368,4657.8947,0,80.4348,24.7863,53.8,1.7094,78.6325,12.8205,88.0342,0.8547,2.5641,58333,26.3158,21.0526,14.7368
"91016, Monrovia, CA",91016,47.862,52.138,4622.7292,13.2895,69.4678,15.213,38.4,0.9075,35.0472,40.1287,57.5359,6.3002,13.5392,83721,20.6366,12.2255,20.9541
"93105, Santa Barbara, CA",93105,47.8609,52.1391,5026.8132,9.1234,74.3101,24.5718,47.3,0.8998,70.487,20.9567,82.1178,1.2156,4.219,99705,10.6695,5.4715,30.6251
"90062, Los Angeles, CA",90062,47.8498,52.1502,3105.5141,25.8047,35.9808,9.7449,33,0.9563,0.0091,60.0853,20.2524,37.8083,1.3952,39789,28.1788,39.8385,6.0755
"94121, San Francisco, CA",94121,47.8486,52.1514,4469.9344,8.3055,74.6689,26.7398,44.5,0.253,38.5035,6.2286,41.2165,1.5746,48.9783,90681,10.065,11.0635,33.0853
"92835, Fullerton, CA",92835,47.8455,52.1545,5216.3237,9.0568,80.8213,13.1033,44,0.345,51.8918,19.2864,64.0855,1.9212,23.5209,120561,11.7238,5.5142,31.864
"93202, Armona, CA",93202,47.8371,52.1629,4241.8968,25.9186,38.9275,8.3994,31.4,1.2617,29.4881,61.2112,48.2696,2.3071,2.4874,45574,24.2312,34.1943,7.0111
"95456, Little River, CA",95456,47.8307,52.1693,4484.1237,7.9179,55.4252,38.4127,57.3,1.164,87.1958,5.291,91.1111,0.1058,1.5873,47000,12.2549,2.0833,24.0196
"94010, Burlingame, CA",94010,47.83,52.17,5072.3712,10.8566,77.6066,16.5042,43.1,0.2765,55.354,11.771,60.9524,0.97,27.1432,123905,10.6003,5.1732,31.2834
"93012, Camarillo, CA",93012,47.8197,52.1803,5287.9809,10.3498,76.198,13.9887,42.9,0.4037,64.4905,19.3032,77.4948,1.5457,11.7489,113884,15.6336,4.107,27.6346
"95821, Sacramento, CA",95821,47.8146,52.1854,4134.905,16.9912,61.0542,23.0062,40.6,1.1107,58.7721,20.3377,67.7163,9.2775,6.1424,50207,22.4958,12.4317,15.6645
"91010, Duarte, CA",91010,47.8027,52.1973,4584.2641,21.009,55.9571,11.0159,39.6,0.9192,18.8127,52.9078,49.5898,7.6577,15.7108,70338,25.4653,20.8178,16.5373
"90272, Pacific Palisades, CA",90272,47.7999,52.2001,5752.5576,4.0133,91.2094,14.9361,49.1,0.1483,84.7325,4.6531,88.3913,0.737,6.1096,184485,6.1312,1.6445,36.4118
"91803, Alhambra, CA",91803,47.7993,52.2007,4364.8024,14.371,65.4581,11.6989,42,0.8105,4.788,39.7163,28.2232,1.144,52.154,68871,21.4078,20.2852,19.5381
"93023, Ojai, CA",93023,47.7928,52.2072,5052.9187,16.4369,61.6753,17.9675,48.2,0.8096,73.8035,21.8391,87.3137,0.5953,1.8048,81628,16.6013,9.9531,22.2658
"94564, Pinole, CA",94564,47.7895,52.2105,4629.6684,17.4435,61.966,13.1634,43.3,1.0057,31.1112,23.3844,41.2476,13.3078,25.2713,91540,22.182,12.2544,21.8754
"95204, Stockton, CA",95204,47.7885,52.2115,4263.7332,24.4444,52.3077,17.4326,35.2,1.373,37.2432,38.3825,53.3252,5.876,12.0175,54442,24.6073,15.7887,12.0158
"94502, Alameda, CA",94502,47.7882,52.2118,5221.4503,10.3249,81.3084,11.7627,46.1,0.2614,36.3941,6.9102,40.4558,2.8351,47.5603,141271,11.9248,5.8698,35.4041
"92078, San Marcos, CA",92078,47.7626,52.2374,4784.4911,11.3178,68.661,15.1837,37,0.6838,57.2229,25.6805,68.9683,2.3651,10.1052,74441,14.3983,10.0571,26.9323
"94598, Walnut Creek, CA",94598,47.7548,52.2452,5493.0075,5.6348,85.6411,15.0848,48.1,0.344,67.7591,7.4058,72.5651,1.2414,18.1741,144701,8.5278,2.0442,36.2692
"91205, Glendale, CA",91205,47.7492,52.2508,4122.8461,18.8971,58.5314,15.8048,40.1,0.4261,50.7646,26.0455,65.4916,1.6053,16.6417,48653,20.9474,19.887,24.23
"94556, Moraga, CA",94556,47.7384,52.2616,5665.3897,2.9517,85.2987,9.9776,46.5,0.2644,67.6073,7.1958,72.2225,1.7012,17.4493,163984,4.0665,2.0638,40.0175
"91773, San Dimas, CA",91773,47.7277,52.2723,5108.5575,13.9777,72.5749,13.1615,43.5,0.7657,46.6749,33.1862,69.1448,3.3961,11.8895,98554,20.5838,7.7919,19.9781
"93710, Fresno, CA",93710,47.7259,52.2741,3990.1012,14.3481,59.3786,23.3527,29.7,1.7749,42.1667,34.6899,57.7319,8.5417,10.5258,49990,21.2442,14.3751,17.793
"94501, Alameda, CA",94501,47.7227,52.2773,4431.1132,11.9636,71.3662,21.452,40.8,0.8,41.1197,12.2677,47.0041,6.9224,32.6295,88764,15.0493,8.2679,29.0783
"94065, Redwood City, CA",94065,47.7181,52.2819,5228.3792,4.4913,89.0773,17.0009,40.4,0.2311,43.0139,7.8485,47.2394,1.7166,41.6192,171249,6.0491,1.8792,39.1193
"94611, Oakland, CA",94611,47.6895,52.3105,4865.4418,4.8,85.2696,28.052,44.4,0.3362,61.4621,6.9768,65.3694,8.4741,16.1801,124773,4.5204,2.8986,36.3027
"91942, La Mesa, CA",91942,47.6679,52.3321,4337.0587,14.5997,65.8823,26.9778,38,0.7765,60.7233,20.3408,71.5521,7.2954,7.122,68025,18.2463,8.6521,22.8405
"91754, Monterey Park, CA",91754,47.6523,52.3477,4390.629,13.3408,65.8658,11.8309,45.1,0.5826,2.1487,33.3583,21.3429,0.5451,62.4712,69438,22.1534,20.3056,20.7945
"90402, Santa Monica, CA",90402,47.6434,52.3566,5485.9363,2.4125,90.5253,21.2742,48.7,0.1562,82.2498,4.9128,85.6523,0.9982,7.6556,176407,5.5797,1.3749,38.1187
"93424, Avila Beach, CA",93424,47.6422,52.3578,4969.7736,19.5385,60.7692,29.0569,59.3,0.4161,87.8641,7.3509,92.5798,0.4161,2.7046,78043,12.5801,5.1282,24.6795
"90094, Los Angeles, CA",90094,47.6332,52.3668,4117.4564,3.0931,89.983,43.7077,33.4,0.3299,45.9014,11.9743,53.109,11.1331,24.3609,93431,4.9872,1.5625,41.0317
"95864, Sacramento, CA",95864,47.6093,52.3907,5028.255,6.8667,81.7238,18.0614,46,0.6504,71.8672,12.6059,78.86,3.9063,6.8391,96756,12.125,4.212,28.9565
"93108, Santa Barbara, CA",93108,47.6027,52.3973,5416.1868,7.5911,79.0494,17.8587,51.3,0.8094,80.1971,12.8178,87.8068,0.9237,3.0527,121127,9.1574,5.036,33.3008
"93720, Fresno, CA",93720,47.5798,52.4202,4813.482,11.2942,75.4376,15.9398,37.5,1.0362,55.5014,21.6356,67.1115,3.924,14.7208,95125,16.6212,5.6564,26.9526
"91024, Sierra Madre, CA",91024,47.5792,52.4208,5185.4285,6.0457,86.8452,21.9532,48,0.4326,67.627,15.289,78.3689,1.8594,10.4842,112748,8.0634,3.0238,31.3175
"95010, Capitola, CA",95010,47.5721,52.4279,4549.8044,12.1144,69.0705,30.398,42.7,0.7861,67.6915,20.9353,77.1443,1.6517,5.0348,68034,19.9841,4.0101,21.5111
"93534, Lancaster, CA",93534,47.5463,52.4537,3702.2036,20.7545,58.3514,17.0951,32.2,1.378,31.5024,36.9049,48.4,21.639,4.3049,45795,27.6046,20.0571,9.5621
"90059, Los Angeles, CA",90059,47.5398,52.4602,3128.8907,35.4226,38.1008,5.606,27.1,0.8233,0.128,66.0333,22.0811,33.1651,0.4877,36384,24.2416,44.6878,4.004
"91780, Temple City, CA",91780,47.5384,52.4616,4581.5802,12.7436,72.0222,10.6163,43.5,0.55,18.6086,21.9515,32.0527,0.7995,56.2713,78439,21.8211,13.2109,23.5135
"95825, Sacramento, CA",95825,47.503,52.497,3691.8266,14.5056,62.4671,36.7514,33.7,0.9638,43.9514,27.1794,56.2613,12.82,10.1258,48859,18.2964,11.2114,23.8835
"95207, Stockton, CA",95207,47.5024,52.4976,3834.8759,22.6537,52.9867,15.1477,32.3,1.0489,26.0433,38.7248,41.1141,12.1287,17.2049,45895,24.9117,18.3323,12.4825
"94702, Berkeley, CA",94702,47.485,52.515,3952.3153,9.3481,78.4748,32.1435,39.9,0.94,42.0355,14.3457,47.7144,22.8221,13.9596,72506,10.2007,7.4895,32.4596
"91203, Glendale, CA",91203,47.4706,52.5294,4249.7172,16.8735,64.2734,15.2868,40.1,0.4147,53.1721,20.9537,64.4368,1.8452,17.9267,54725,21.0229,18.966,24.451
"91030, South Pasadena, CA",91030,47.4703,52.5297,4693.6406,6.6212,82.2172,19.1175,40.6,0.4603,37.613,19.8474,49.8922,2.9941,34.283,103489,7.976,3.2944,32.1928
"93623, Fish Camp, CA",93623,47.4684,52.5316,4587.3239,17.6471,64.7059,20.8861,57.2,2.5316,85.443,7.5949,91.7722,0.6329,1.2658,51923,21.4286,23.8095,13.4921
"95232, Glencoe, CA",95232,47.4684,52.5316,5024.7664,10.7143,63.5714,19.8312,54.4,2.3207,85.2321,5.9072,87.3418,0,2.3207,71078,37.7261,8.2687,10.0775
"92231, Calexico, CA",92231,47.46,52.54,4475.1284,18.2086,47.1603,5.3587,33.1,0.5286,0.1068,97.016,60.3359,0.3177,1.4035,44469,16.2851,39.4086,10.9948
"94705, Berkeley, CA",94705,47.4552,52.5448,4773.391,3.7195,89.8435,37.9385,41.9,0.4191,67.0091,6.8537,70.9496,5.1909,14.7212,108545,4.9912,1.5684,31.6358
"94706, Albany, CA",94706,47.4515,52.5485,4592.0423,5.1437,82.9138,17.109,37.9,0.5778,45.0275,10.4665,50.4956,3.6407,33.9174,96347,6.0494,3.9031,33.2453
"95405, Santa Rosa, CA",95405,47.4419,52.5581,4926.5913,12.9998,70.4172,20.5712,43.8,1.1789,74.0057,14.6721,80.1495,1.9975,4.391,87222,15.6511,6.1177,26.3922
"90048, Los Angeles, CA",90048,47.4338,52.5662,4449.8457,3.9958,85.038,48.0808,40.2,0.2084,75.9661,7.9548,81.5936,3.3044,8.3283,94194,11.4985,4.2777,38.8765
"93301, Bakersfield, CA",93301,47.4336,52.5664,3622.5241,18.6971,52.4114,21.84,32.1,2.6173,40.3652,41.9089,60.7711,13.1181,2.9308,34506,27.8288,24.1913,8.8735
"92128, San Diego, CA",92128,47.4248,52.5752,5070.3382,6.9185,83.0125,16.5898,43.6,0.325,60.4244,9.1452,66.3381,2.3592,24.0196,110973,12.4213,3.571,33.8672
"94547, Hercules, CA",94547,47.4194,52.5806,4439.6808,12.1519,71.4016,9.6242,40.6,0.4938,13.5489,15.9476,19.7535,17.9155,47.6831,112129,15.3239,6.5734,32.7671
"92373, Redlands, CA",92373,47.4016,52.5984,4824.6193,11.6313,75.1422,18.4071,42.1,0.6773,61.6526,20.987,74.1518,3.7097,10.1102,93840,14.7109,5.6587,26.1645
"90024, Los Angeles, CA",90024,47.3991,52.6009,4122.5798,3.1891,86.6651,43.183,24.6,0.1927,53.8881,9.4241,58.801,2.3652,28.1636,74189,9.2101,3.7347,34.7043
"94965, Sausalito, CA",94965,47.3924,52.6076,4819.507,3.9007,88.0762,35.5093,49.3,0.3413,71.7361,7.1929,76.3388,9.3455,7.3504,121094,6.0835,2.2341,39.3644
"91202, Glendale, CA",91202,47.3773,52.6227,4743.3177,12.7108,72.8149,14.9818,43.1,0.1951,64.4616,11.0196,71.8701,1.5649,17.9383,83234,19.6155,11.5992,29.4232
"94941, Mill Valley, CA",94941,47.3678,52.6322,5369.0248,5.4819,83.4165,20.6031,47.4,0.2481,81.3182,5.5222,84.8045,1.0275,7.3417,138171,5.5088,2.1152,36.659
"92210, Indian Wells, CA",92210,47.3667,52.6333,5365.7244,6.9654,72.6741,24.1017,63.4,0.7055,79.5078,13.2896,87.9737,1.3618,3.0517,98477,14.0882,4.9991,28.915
