Name,FIPS,"% Male Population, 2017","% Female Population, 2017","Healthcare (Household Average), 2017","% Employment, Blue Collar, 2017","% Employment, White Collar, 2017","% Non-Family Population, 2017","Total Population, Median Age, 2017","% American Indian and Alaska Native Population, 2017","% White Non-Hispanic Population, 2017","% Hispanic Population, 2017","% White Population, 2017","% Black Population, 2017","% Asian Population, 2017","Median Household Income, 2017","% Education, High School, 2017","% Education, < High School, 2017","% Education Attainment, Bachelor's Degree, 2017"
"91744, La Puente, CA",91744,50.0067,49.9933,4656.5468,34.1446,44.0649,4.6323,32.2,1.2007,0.5566,83.1968,46.206,1.7584,11.0364,66573,29.0257,36.6732,8.6786
"93514, Bishop, CA",93514,50.0038,49.9962,4826.6084,17.3899,57.7103,20.1862,47.3,11.6233,65.6186,20.3465,75.2118,0.6411,1.9766,66275,32.2724,11.1708,14.0539
"91390, Santa Clarita, CA",91390,50.0027,49.9973,5523.3831,13.4717,70.3815,7.3351,38.4,0.4948,62.7155,20.4992,75.5696,3.1592,8.3845,137034,20.8091,5.3687,28.1581
"91602, North Hollywood, CA",91602,50,50,4318.2274,4.6215,84.6327,45.8607,38.3,0.4813,65.6229,15.3454,75.1982,6.2571,7.8766,85870,11.8307,4.413,41.5853
"93519, Cantil, CA",93519,50,50,4337.5,44.4444,44.4444,16.6667,49,22.2222,55.5556,27.7778,61.1111,0,0,75000,50,5.5556,5.5556
"93524, Edwards, CA",93524,50,50,5100,0,0,0,35,0,100,0,100,0,0,75000,0,0,100
"94933, Forest Knolls, CA",94933,50,50,5222.4638,8.1006,67.5978,21.7391,49.3,1.1706,87.4582,7.1906,91.3043,1.3378,0.1672,108696,3.2609,0,51.087
"94972, Valley Ford, CA",94972,50,50,5205.2356,14.3498,77.5785,17.8879,48.8,0.2155,76.5086,16.1638,82.9741,1.7241,1.7241,101190,18.1303,6.7989,20.3966
"95357, Modesto, CA",95357,50,50,4655.3197,22.5534,49.3105,9.3897,35.5,1.1685,44.6957,39.2821,60.7179,2.8329,6.9435,63434,27.4011,18.0232,11.6824
"95367, Riverbank, CA",95367,50,50,4711.0781,29.26,47.2839,7.8422,32.1,1.1606,33.4287,53.8879,62.0534,2.0144,4.12,67649,27.63,21.8474,10.4045
"95651, Lotus, CA",95651,50,50,5487.2832,18.2796,70.9677,14.5786,49.5,1.8223,85.7631,5.9226,89.5216,0.3417,1.8223,108889,18.6115,4.1359,23.6337
"95698, Zamora, CA",95698,50,50,4639.2857,12.3077,46.1538,12.0482,38.2,1.8072,37.9518,47.5904,54.8193,9.0361,1.2048,62500,31.8182,30.9091,11.8182
"91342, Sylmar, CA",91342,49.9963,50.0037,4662.3793,25.5257,52.2885,6.8804,32.9,1.2812,8.3015,75.35,48.6741,4.9628,6.1136,70849,24.5287,30.4754,12.7251
"95148, San Jose, CA",95148,49.9929,50.0071,4920.4301,18.4346,65.0267,4.0171,37.7,0.6459,8.0666,27.3786,18.1518,3.2538,59.331,127205,16.3955,17.7372,23.9967
"95672, Rescue, CA",95672,49.9883,50.0117,5572.7451,11.9933,72.4042,9.5852,45.9,0.8671,81.1109,9.093,86.8995,0.8671,4.1715,116951,17.6016,5.6433,23.9503
"93285, Wofford Heights, CA",93285,49.9804,50.0196,4570.2888,13.9628,63.2979,28.3144,60.8,2.1118,86.625,8.4474,92.413,0.2346,0.5475,33098,22.5508,11.1368,9.2421
"96101, Alturas, CA",96101,49.9759,50.0241,4618.6947,17.0619,51.054,25.4817,45.9,3.0829,76.8064,14.1618,83.0443,1.0597,1.9027,55949,25.5735,12.1457,17.3077
"92401, San Bernardino, CA",92401,49.9756,50.0244,3076.2309,26.9307,44.1584,12.9331,26.2,1.757,5.0268,68.1796,35.5295,20.1562,2.8795,21116,31.3208,38.3019,4.5283
"91401, Van Nuys, CA",91401,49.9738,50.0262,4306.587,17.5711,58.8669,19.1576,36.6,0.8374,41.266,43.053,63.8879,4.7651,5.9738,59546,20.0473,20.1333,20.8645
"91752, Mira Loma, CA",91752,49.9709,50.0291,4562.73,29.1515,50.9744,8.2186,32.4,1.133,20.6903,59.4387,48.9832,6.063,8.2912,74156,27.3215,26.0146,11.8715
"91387, Canyon Country, CA",91387,49.9676,50.0324,4778.4824,15.8008,68.9199,10.3326,33.4,0.7972,41.7217,35.0366,58.9915,6.6274,11.2378,97504,20.3174,10.819,20.7383
"95020, Gilroy, CA",95020,49.9675,50.0325,4906.133,21.66,55.0771,7.8174,33.5,1.5425,29.2206,55.8293,54.4767,2.0172,8.3437,90457,20.2563,21.7984,18.1151
"96019, Shasta Lake, CA",96019,49.9665,50.0335,4483.0491,20.8225,53.4608,17.713,39.4,5.08,76.8811,9.8246,81.8557,0.7476,3.556,47701,30.3744,11.0223,8.2176
"93257, Porterville, CA",93257,49.9652,50.0348,4345.501,20.1526,40.4738,8.3016,30.2,2.4218,24.6669,65.2247,59.9016,1.2463,4.8081,46552,22.9174,36.207,7.7287
"92069, San Marcos, CA",92069,49.954,50.046,4512.3628,20.5257,55.6912,10.9214,32.3,1.088,36.5512,47.391,56.3959,2.5567,9.5698,62899,20.4797,21.2323,16.7368
"91606, North Hollywood, CA",91606,49.9534,50.0466,4152.3618,22.5893,50.4254,16.2179,34.8,0.8361,26.9057,57.9075,56.727,3.6803,5.9222,50828,21.6451,28.4977,17.3343
"93505, California City, CA",93505,49.9524,50.0476,4153.9686,21.1218,56.2534,12.5963,34.7,1.3852,47.1215,27.7379,59.5619,18.9075,3.5754,62117,29.9793,14.3212,9.428
"94710, Berkeley, CA",94710,49.9502,50.0498,3832.1785,8.4577,76.2615,27.2229,36.9,1.1333,33.3001,26.0897,41.868,21.4197,12.528,62952,9.8274,10.1268,28.9891
"94561, Oakley, CA",94561,49.9473,50.0527,4820.8603,25.5094,50.2062,8.7574,32.6,1.1519,41.2311,36.2327,59.0518,7.4666,7.4975,90629,28.777,17.1942,11.9975
"93313, Bakersfield, CA",93313,49.9465,50.0535,4572.586,29.9427,51.2046,5.7314,30.5,1.4858,26.5256,52.713,53.7035,7.7452,12.2766,72091,29.5923,21.8302,12.2237
"90201, Bell, CA",90201,49.9404,50.0596,4063.2286,42.8324,34.6486,4.6447,28.6,1.2288,0.1971,94.9686,49.8991,1.0344,0.9715,42616,22.3938,55.7874,4.5176
"90033, Los Angeles, CA",90033,49.9393,50.0607,3853.4542,34.5174,38.7402,8.8247,30.3,1.2997,0.473,91.455,45.0324,1.9661,4.9686,32485,23.097,51.1735,5.7725
"95467, Hidden Valley Lake, CA",95467,49.9378,50.0622,4969.9535,18.2801,58.8346,15.7754,42.6,1.812,77.2784,15.2958,82.5369,1.2969,1.9542,76676,24.5452,10.466,14.7521
"90063, Los Angeles, CA",90063,49.9365,50.0635,4218.7964,36.9874,36.8349,5.6897,29.9,1.3852,0.046,96.7587,47.9241,0.7818,1.4624,42378,24.0852,50.3197,5.3178
"93022, Oak View, CA",93022,49.932,50.068,5196.9364,21.4904,54.9868,15.7546,44.5,1.4276,68.9837,27.4303,83.9055,0.3229,1.2576,92325,21.9211,9.3676,15.9058
"92081, Vista, CA",92081,49.9311,50.0689,4578.8092,15.2629,68.1044,16.4841,36.4,0.846,57.4436,25.4853,69.2353,3.8989,8.6897,71256,18.6263,10.1633,22.5744
"90277, Redondo Beach, CA",90277,49.9223,50.0777,4899.0127,7.0934,81.9126,32.1391,42.6,0.439,68.6789,12.1554,76.9162,2.0886,11.4219,116171,10.6939,3.1601,36.7666
"96126, Sierraville, CA",96126,49.9182,50.0818,4573.0769,11.1111,8.7963,16.6939,49.5,0.3273,91.3257,6.874,96.3993,0.3273,0.491,32736,30.9677,18.9247,5.3763
"91763, Montclair, CA",91763,49.9014,50.0986,4300.7098,32.9141,42.2743,7.9644,31.6,1.0797,8.3761,72.6829,50.1923,5.4427,10.4886,58515,28.5639,28.7997,9.791
"92647, Huntington Beach, CA",92647,49.8945,50.1055,4763.2897,14.1865,64.9384,14.1979,36.5,0.709,49.2024,28.6305,64.2798,1.4787,15.9298,89563,18.0499,11.8912,22.5567
"90731, San Pedro, CA",90731,49.8914,50.1086,4220.7958,24.3931,52.636,17.5243,35.8,1.4027,26.8835,54.6135,56.3808,7.2187,5.5921,61518,24.6198,22.3056,15.8466
"95391, Tracy, CA",95391,49.8911,50.1089,4898.2569,21.2213,66.9337,7.0339,32.5,0.481,28.9345,19.5226,38.4553,7.9143,37.0848,131043,20.8723,6.4632,27.6522
"95693, Wilton, CA",95693,49.8844,50.1156,5376.0068,14.7166,66.8968,8.3526,46.2,0.9827,67.5,16.6618,75.0723,3.4249,6.9653,111324,19.1687,8.0232,19.4996
"94038, Moss Beach, CA",94038,49.8843,50.1157,5424.7373,21.0493,64.4753,13.6198,45.1,1.686,61.8182,26.314,70.2479,0.8264,5.2893,117327,15.0786,14.2923,31.4524
"92844, Garden Grove, CA",92844,49.8836,50.1164,4124.4448,26.2454,49.0536,7.4446,37.6,0.538,9.0243,26.3746,22.2918,1.1982,62.262,59548,24.058,26.8193,16.6629
"95128, San Jose, CA",95128,49.8659,50.1341,4428.3618,15.4622,66.1804,20.3326,35,1.1152,35.6455,38.5026,51.5033,4.5284,16.174,80683,18.8878,15.5561,25.3283
"94560, Newark, CA",94560,49.8658,50.1342,4835.0872,23.525,59.4619,8.328,36.2,0.8113,22.6864,35.8375,37.0959,4.493,31.8321,101599,29.5284,11.7658,20.5902
"92532, Lake Elsinore, CA",92532,49.8656,50.1344,4766.5422,15.9109,65.3836,8.5112,32.1,0.8959,37.5599,40.5534,58.3979,6.0448,10.1976,94058,24.6993,15.0065,14.2363
"96016, Cassel, CA",96016,49.8638,50.1362,5086.3354,32.1429,41.9643,17.7112,55.6,7.0845,81.1989,7.6294,83.9237,0,0.8174,77778,21.831,11.9718,5.6338
"95121, San Jose, CA",95121,49.8636,50.1364,4768.3299,21.7665,58.9938,5.2965,37,0.6717,7.3554,31.1844,18.9623,3.2119,56.4932,108798,18.5684,21.4047,21.5817
"95330, Lathrop, CA",95330,49.8636,50.1364,4513.7997,33.1091,47.1105,5.8351,31.1,1.1165,18.4046,44.8671,36.9506,6.8506,24.0578,77048,29.3711,20.5564,12.1171
"94519, Concord, CA",94519,49.8631,50.1369,4895.1987,20.3094,62.3766,16.466,38.5,1.2348,50.6536,26.7269,63.658,3.1723,12.4361,91437,23.926,8.3205,22.3397
"94303, Palo Alto, CA",94303,49.861,50.139,4542.4323,12.2956,56.9798,10.0545,33,0.3699,21.0516,42.5986,34.7029,9.9103,22.4958,96673,15.6149,21.9729,17.7578
"95663, Penryn, CA",95663,49.8605,50.1395,5583.9867,11.7868,77.9279,10.9457,48.1,1.4264,82.2636,9.3023,88.4961,0.6512,2.8217,118280,19.3231,3.1277,30.9769
"95938, Durham, CA",95938,49.8589,50.1411,5062.1072,11.261,68.8635,14.0405,43.8,1.1289,81.5381,12.4882,90.7808,0.2822,0.9407,75972,20.9793,2.1761,24.3795
"92377, Rialto, CA",92377,49.8583,50.1417,4569.3213,24.675,58.1395,5.2255,33.5,0.8837,15.2586,55.0742,43.6386,21.3678,5.2447,93884,28.2035,19.1162,10.9002
"95132, San Jose, CA",95132,49.8578,50.1422,4774.8905,18.2463,68.2192,7.0133,39.6,0.471,12.7523,16.7482,19.5927,2.4986,65.2657,116836,17.0543,14.302,26.6009
"93021, Moorpark, CA",93021,49.8575,50.1425,5411.3681,14.075,65.1325,7.9971,35.7,0.7164,55.2007,33.5378,76.8663,1.5061,6.7,124315,16.3356,10.457,26.4345
"95376, Tracy, CA",95376,49.8556,50.1444,4559.4391,30.5037,51.6834,8.5098,32.5,0.8977,29.7916,45.1077,50.527,6.7604,11.0005,75938,30.7942,18.5195,11.9383
"91761, Ontario, CA",91761,49.8545,50.1455,4540.6043,30.1819,50.3061,7.0653,31.5,0.7839,13.2719,67.9046,48.5777,7.5217,7.9363,74782,26.0072,25.1177,11.5841
"92503, Riverside, CA",92503,49.8523,50.1477,4541.915,32.5572,49.9613,7.6989,31.4,1.5249,22.3221,59.6941,50.2089,5.1796,7.4013,67136,23.7133,26.9685,9.6481
"92618, Irvine, CA",92618,49.8382,50.1618,4539.6829,5.3011,85.5192,22.0413,34.1,0.2489,43.6993,11.9741,51.7999,2.2604,36.9878,115385,11.0103,2.3095,38.899
"93271, Three Rivers, CA",93271,49.8361,50.1639,4936.9295,11.6061,77.1395,21.7799,54.1,1.3583,80.5152,12.5527,88.9461,0.4684,2.0141,67944,21.7747,5.721,23.059
"92679, Trabuco Canyon, CA",92679,49.8355,50.1645,5875.4913,5.9309,85.8212,5.1966,40.2,0.2535,76.0449,10.3449,83.9334,1.0924,8.1208,186694,10.9351,1.4555,40.4157
"92867, Orange, CA",92867,49.8348,50.1652,5104.9114,16.6152,64.9402,9.6712,35.1,0.8433,45.1286,37.9271,68.8307,1.2684,11.9077,102629,18.48,16.943,20.8111
"90034, Los Angeles, CA",90034,49.8283,50.1717,3861.6722,8.5352,74.227,34.3644,33.3,0.9778,32.6748,30.5729,47.6574,10.1814,20.8509,69401,11.3559,12.0231,33.0658
"91042, Tujunga, CA",91042,49.8271,50.1729,4792.1094,17.5804,63.0466,14.0906,41.7,0.6667,55.8135,26.452,70.8204,1.6936,10.3148,76001,25.1007,13.7047,18.4497
"92624, Capistrano Beach, CA",92624,49.8238,50.1762,4965.2782,12.8594,68.3462,19.9648,46.7,0.8403,73.7463,18.2705,84.9553,0.6777,3.2529,76660,19.403,6.4557,23.3771
"94528, Diablo, CA",94528,49.8192,50.1808,5888.4462,5.4101,92.3211,7.8091,47.5,0.1446,84.8156,4.1938,88.0694,0.2892,5.6399,164407,9.6016,3.0644,37.0787
"95240, Lodi, CA",95240,49.8133,50.1867,4350.4121,28.3767,45.6346,12.262,32.7,0.9264,37.8732,46.8298,58.1179,1.0193,8.1004,48816,28.0143,25.8218,11.3376
"96040, Hat Creek, CA",96040,49.8127,50.1873,5212.931,32.0513,44.8718,16.4794,56.1,7.1161,82.397,6.7416,84.6442,0,1.1236,85526,19.0244,12.6829,6.3415
"95130, San Jose, CA",95130,49.8123,50.1877,4888.2085,9.7138,76.9793,14.6173,38.5,0.6742,43.6681,17.9959,51.7276,3.7309,28.8899,116751,11.8249,7.0619,30.8987
"95650, Loomis, CA",95650,49.8111,50.1889,5367.9211,16.6846,73.0466,11.0214,45.9,0.8148,82.1198,8.0809,87.5787,0.7259,4.1256,104454,24.1659,2.8208,26.1762
"95993, Yuba City, CA",95993,49.8087,50.1913,4760.5276,19.0954,58.709,11.1479,38.8,1.2344,46.6046,20.5676,55.6146,2.2328,26.8537,77690,24.259,17.2793,16.0136
"95948, Gridley, CA",95948,49.8065,50.1935,4538.7551,26.8827,46.3775,12.5828,36,1.8147,45.7556,43.442,65.3221,0.7053,3.8101,51506,27.1442,24.8957,9.627
"91040, Sunland, CA",91040,49.8049,50.1951,5013.0157,15.4135,65.8939,15.0341,44.3,0.7512,57.9756,25.9268,72.6927,1.4585,9.678,87598,21.7568,13.844,21.4309
"92283, Winterhaven, CA",92283,49.8048,50.1952,4178.9625,19.7977,42.1965,16.6134,40.5,36.0312,21.9382,41.5335,42.847,1.5264,0.923,28356,27.0109,36.087,2.9348
"95954, Magalia, CA",95954,49.8047,50.1953,4755.1125,22.8312,52.8052,17.931,50.8,1.3793,84.8027,7.7524,89.9792,0.3573,1.0054,51773,31.0436,10.0828,10.8338
"92333, Fawnskin, CA",92333,49.8039,50.1961,4736.1111,17.5325,50.6494,25.4902,56.9,0.1961,88.0392,8.6275,95.098,0,1.9608,51923,33.4123,0.9479,19.9052
"92563, Murrieta, CA",92563,49.8031,50.1969,4778.1721,17.8475,61.1547,7.1473,32.3,0.9884,43.0158,29.364,59.9897,7.2309,14.412,91982,25.6813,8.6082,17.1182
"93561, Tehachapi, CA",93561,49.8027,50.1973,4905.3089,21.7018,51.0122,12.2656,44.5,1.6492,72.0638,21.9344,84.8985,1.4746,1.882,71885,26.7114,9.6064,11.8262
"94127, San Francisco, CA",94127,49.8016,50.1984,5378.809,6.2996,83.9946,19.4326,47.5,0.2133,50.6051,9.2451,55.2921,3.0701,31.5792,156166,7.3072,4.0746,34.6337
"96021, Corning, CA",96021,49.8008,50.1992,4461.9569,25.1693,42.4675,11.0772,35.6,3.3736,51.2352,41.5062,73.0177,0.7371,1.3548,49427,31.0214,24.17,7.5915
"92270, Rancho Mirage, CA",92270,49.7998,50.2002,5207.5982,8.7588,73.7571,29.1864,62.5,0.8115,76.0618,14.6433,84.677,1.7705,4.5526,90907,20.9036,5.4374,21.7127
"92115, San Diego, CA",92115,49.7993,50.2007,3804.0616,16.0888,54.7556,29.1863,29.4,0.8378,36.7931,31.32,51.4899,11.7571,16.7687,51896,20.8895,19.8992,16.0982
"95360, Newman, CA",95360,49.7976,50.2024,4425.2417,30.5239,39.5734,8.2205,31.6,0.9264,25.7512,63.872,62.4397,2.0006,2.3276,52097,27.2263,25.131,8.8528
"95620, Dixon, CA",95620,49.7957,50.2043,4803.4415,24.2085,52.8288,9.4116,34.5,1.1032,44.5928,43.4033,70.6256,2.883,4.3993,82855,30.1317,17.4689,13.6053
"95037, Morgan Hill, CA",95037,49.7901,50.2099,5173.4345,15.3997,67.1989,9.0353,37.6,0.8501,45.5502,34.418,60.1328,2.003,12.2475,111464,16.2401,14.0605,23.9916
"92840, Garden Grove, CA",92840,49.7884,50.2116,4537.2234,25.0793,54.2778,8.8073,35.9,0.7135,16.5575,44.972,40.8824,1.6112,34.8762,75245,23.9261,25.5474,15.2917
"91702, Azusa, CA",91702,49.7868,50.2132,4568.065,28.5179,46.3352,8.8366,31.2,1.4142,10.5919,72.3507,55.0734,2.8949,8.9594,69764,29.5656,26.2459,12.505
"92865, Orange, CA",92865,49.7852,50.2148,4977.3424,14.3114,67.3366,11.4582,35.6,0.834,42.9821,39.4086,62.0015,1.9055,12.8987,97757,19.7266,15.1142,24.6544
"93444, Nipomo, CA",93444,49.7786,50.2214,5011.6987,22.6795,55.627,9.8205,40.9,1.1996,52.73,39.106,74.5085,1.0377,3.6654,78260,20.4598,11.3131,20.2995
"92675, San Juan Capistrano, CA",92675,49.7782,50.2218,5226.8484,13.3638,58.1428,11.6086,41.1,0.8535,53.0853,39.1522,76.6816,0.6148,3.5121,94645,18.1182,15.8457,22.2866
"91405, Van Nuys, CA",91405,49.778,50.222,3957.4248,25.7537,46.7803,14.7239,33.7,0.7987,20.1769,59.894,51.1102,5.4289,9.1039,45114,24.7671,27.8333,14.7083
"95377, Tracy, CA",95377,49.7735,50.2265,4881.5002,23.9774,60.6803,4.2014,32.2,0.5713,26.9658,31.4183,42.4614,7.4939,26.3454,118128,21.2982,13.0857,23.3452
"95401, Santa Rosa, CA",95401,49.771,50.229,4502.3718,20.9822,52.8391,18.7452,34.5,2.1567,49.5774,37.6759,61.9042,2.942,5.1042,63817,22.5078,18.862,15.4397
"91364, Woodland Hills, CA",91364,49.7622,50.2378,5203.0888,5.9712,84.4311,17.9136,45.3,0.2823,72.9536,9.821,79.3295,3.9477,7.0989,119864,15.9111,4.1415,33.7872
"94544, Hayward, CA",94544,49.7595,50.2405,4207.9642,28.716,50.5608,10.357,33.2,1.0396,12.0203,47.0341,29.8447,10.5498,25.8843,73816,28.5897,21.8677,14.8989
"92630, Lake Forest, CA",92630,49.7561,50.2439,5061.1587,11.6703,71.5025,12.2654,38.1,0.5975,51.2243,27.9281,67.7896,1.8957,14.8428,106558,16.9409,7.7876,28.9204
"92841, Garden Grove, CA",92841,49.7531,50.2469,4489.2628,24.586,50.8349,8.0417,38.4,0.5771,19.9469,33.5154,38.3941,1.5923,42.9272,70034,27.1708,22.3026,15.3957
"94704, Berkeley, CA",94704,49.7506,50.2494,3087.4644,4.4754,77.4015,53.4126,22.9,0.4475,36.8552,10.9654,41.8836,4.5091,41.2345,41589,5.2391,3.2716,35.8156
"95917, Biggs, CA",95917,49.7471,50.2529,4685.0305,22.8723,52.9255,12.0202,38.1,3.0051,62.8087,28.2654,76.4951,0.8926,1.6364,54533,26.8753,23.6079,7.5932
"92040, Lakeside, CA",92040,49.7456,50.2544,4916.4544,23.2538,58.6451,12.9407,39.2,2.9575,71.5632,18.5717,81.1035,1.6468,2.3828,81972,28.7878,9.826,13.5625
"93013, Carpinteria, CA",93013,49.7441,50.2559,4956.3216,17.5141,53.4179,14.939,40.8,1.3515,43.8722,48.9503,71.0537,1.0694,2.8736,88489,16.9216,20.3078,20.7836
"95746, Granite Bay, CA",95746,49.741,50.259,5707.2714,7.0525,81.7514,7.5607,46.1,0.5391,79.4362,6.6013,84.263,0.9637,8.38,150866,12.5978,3.3248,33.1977
"95623, El Dorado, CA",95623,49.7309,50.2691,5265.2651,21.5566,63.2873,15.309,51.2,1.3732,84.19,8.907,89.5528,0.3897,1.8742,85379,25.9932,7.9215,17.3692
"95497, The Sea Ranch, CA",95497,49.7255,50.2745,5296.2006,2.521,73.1092,23.9216,63.4,0.549,83.0588,11.5294,89.9608,1.5686,0.9412,78169,10.6364,0.6975,23.5397
"92882, Corona, CA",92882,49.7181,50.2819,4787.2839,24.8861,57.1993,7.0623,32.4,0.9977,29.9157,50.0014,54.8777,4.3803,10.4684,86824,21.8321,19.1351,17.0529
"95949, Grass Valley, CA",95949,49.7148,50.2852,5188.0141,18.2841,62.4983,17.6611,52.6,1.2201,86.9265,6.8889,91.4298,0.4513,1.1357,80389,21.0312,6.0015,17.8691
"93962, Spreckels, CA",93962,49.7135,50.2865,5716.4286,7.7778,81.1111,10.4585,52.7,0.5731,79.3696,13.0372,88.8252,0.2865,3.5817,143056,16.8539,2.809,28.839
"94028, Portola Valley, CA",94028,49.7131,50.2869,6023.7184,5.5556,85.8586,12.4132,52.2,0.2416,84.0079,4.6361,86.6355,0.3624,7.5959,248911,2.4985,3.8283,37.5378
"92307, Apple Valley, CA",92307,49.71,50.29,4610.8411,23.2432,56.555,10.8517,38.5,1.0356,53.7156,29.7867,68.874,9.1986,3.4629,67223,27.6558,14.2654,10.2241
"96107, Coleville, CA",96107,49.7093,50.2907,4682.1853,4.3814,72.1649,17.8295,46.3,6.0078,73.5465,16.0853,83.2364,0.8721,1.2597,55000,20.137,15.4795,7.8082
"95546, Hoopa, CA",95546,49.709,50.291,4220.1943,16.1011,57.2563,13.5506,32.7,65.844,23.5856,8.5681,25.9604,0.163,0.5588,28609,29.8381,14.7648,11.9121
"93454, Santa Maria, CA",93454,49.7055,50.2945,4505.7544,21.7799,45.5136,10.5226,32.5,1.9569,25.1131,63.7878,57.9273,2.0681,5.3296,60214,20.8813,29.3091,12.8056
"92122, San Diego, CA",92122,49.702,50.298,4179.2588,3.6408,85.7927,43.7379,31,0.2224,48.936,10.2556,54.8476,1.6872,35.2787,84115,6.263,2.131,32.9587
"92869, Orange, CA",92869,49.7012,50.2988,5330.5831,16.1721,67.6238,9.4871,39.8,0.66,45.8944,34.973,67.0305,1.1511,14.1669,118703,14.672,14.1017,25.5183
"92014, Del Mar, CA",92014,49.7009,50.2991,5528.1697,2.8727,85.8132,21.3557,51.1,0.2956,83.5856,5.6029,87.654,0.5842,7.0599,149151,5.6569,1.6289,41.4394
"95045, San Juan Bautista, CA",95045,49.6999,50.3001,4923.9659,13.405,66.4593,12.9732,43.7,1.7544,48.2918,46.6297,69.6445,1.0388,3.7165,74904,22.4862,10.9665,13.3746
"90605, Whittier, CA",90605,49.6964,50.3036,4927.6776,26.819,55.4599,6.2639,33.1,1.3969,11.469,78.0888,58.7443,1.2784,3.939,78804,25.3074,27.162,10.3345
"90010, Los Angeles, CA",90010,49.6962,50.3038,3754.893,15.2745,57.1002,21.4156,37.8,0.8505,7.5638,41.0389,25.2126,5.164,44.2588,46351,21.4107,21.0351,26.586
"92596, Winchester, CA",92596,49.6941,50.3059,4889.8197,16.6734,61.8418,5.7504,30.7,1.1757,44.6795,29.0959,61.1189,7.13,12.8884,99398,22.2666,9.1587,19.2318
"94571, Rio Vista, CA",94571,49.6933,50.3067,4864.9172,20.6276,59.4336,18.5048,56.4,0.7407,66.6011,19.3843,79.3195,4.7564,5.416,72582,24.7418,8.8873,15.3745
"92067, Rancho Santa Fe, CA",92067,49.6883,50.3117,5855.5228,4.1388,90.4747,6.2224,46.7,0.136,75.1105,7.4464,80.3242,1.0994,12.3314,201010,3.4388,1.1354,41.6545
"95120, San Jose, CA",95120,49.6877,50.3123,5686.9618,5.7606,86.5448,5.4797,45.1,0.292,52.7855,7.1936,57.4425,1.0614,33.8937,185383,9.0589,3.5744,35.6674
"92410, San Bernardino, CA",92410,49.68,50.32,3627.4378,37.7215,36.0857,7.4672,27,1.0893,4.1596,75.2094,41.4884,12.8833,3.9439,33425,26.8999,44.1512,4.1356
"92267, Parker Dam, CA",92267,49.6753,50.3247,4182.9932,22.2222,36.3636,27.5974,52.3,22.7273,50,24.3506,64.6104,2.2727,1.2987,35500,28.9362,18.2979,7.234
"92407, San Bernardino, CA",92407,49.6722,50.3278,4182.1126,28.3312,53.0909,10.4652,29.2,1.0352,23.5075,54.7477,49.219,13.2028,4.9617,63679,26.5519,22.5013,10.5036
"91320, Newbury Park, CA",91320,49.6708,50.3292,5423.3367,12.1096,71.4566,10.0715,40.4,0.4513,66.7095,18.2813,77.9779,1.2666,10.7408,132197,15.3602,6.5167,28.3135
"95062, Santa Cruz, CA",95062,49.6702,50.3298,4560.8961,11.8933,65.2461,30.3864,38.6,1.2174,64.6917,24.0244,73.7221,1.6846,4.5537,74537,14.2555,9.1209,24.8512
"90025, Los Angeles, CA",90025,49.6623,50.3377,4291.951,5.2671,80.3522,44.4098,35,0.5738,53.6089,16.0239,61.8118,2.8894,21.3713,90829,9.0211,7.5166,38.1239
"96049, Redding, CA",96049,49.6599,50.3401,4373.7265,26.8116,50.2415,25.6236,43.9,1.3605,78.2313,8.6168,82.8798,0.5669,7.2562,40930,21.92,8,8.96
"92801, Anaheim, CA",92801,49.6582,50.3418,4205.4834,25.4899,49.2812,9.6041,32.2,0.9453,13.5616,59.768,45.7492,4.028,19.4743,61073,27.3785,26.3337,15.1237
"90501, Torrance, CA",90501,49.6509,50.3491,4349.777,18.2831,60.3412,13.0712,35.7,0.7351,20.6254,42.8986,40.7047,5.3304,26.3867,70538,21.2415,18.0038,22.5317
"93614, Coarsegold, CA",93614,49.6505,50.3495,5114.9411,18.8244,66.6494,11.5922,51.9,3.7334,80.6001,11.2001,87.2997,0.8183,1.0825,73448,23.5274,7.2142,18.3103
"95492, Windsor, CA",95492,49.6455,50.3545,5093.6926,17.6059,60.1457,11.8673,37.4,2.1598,57.4274,33.1586,69.4793,1.164,3.482,92181,21.2253,11.9288,19.5567
"91304, Canoga Park, CA",91304,49.644,50.356,4542.1324,20.0643,57.6348,12.6155,36.3,0.6904,33.0901,41.7437,54.8965,5.074,14.9103,71938,22.303,18.3587,19.7127
"93240, Lake Isabella, CA",93240,49.6409,50.3591,4500.2172,36.1208,44.3089,21.6454,51.8,3.1995,83.7088,9.6801,89.3242,0.3265,0.7346,32165,36.577,11.0872,11.2164
"92105, San Diego, CA",92105,49.6401,50.3599,3586.023,24.7193,38.1341,11.4695,30.1,0.9937,7.6922,55.7974,29.4479,14.7819,20.1213,41724,23.9624,34.6139,10.5207
"95971, Quincy, CA",95971,49.6281,50.3719,4630.1656,15.9777,60.0159,23.4561,47.2,2.1623,82.9095,6.4695,86.127,2.3179,1.2801,64715,18.75,8.9423,16.6106
"95336, Manteca, CA",95336,49.6275,50.3725,4671.0235,30.7968,51.3443,9.6241,35,1.1807,43.4254,39.5483,60.2971,3.51,6.1635,69600,33.0697,18.0167,9.852
"92336, Fontana, CA",92336,49.6271,50.3729,4673.5155,24.3769,59.0229,4.4801,30.9,0.8184,12.8192,58.0638,44.2527,13.4653,12.2404,97188,23.3557,17.0932,15.4876
